nan,5.218979854741850194e-02,4.920059045914015189e-02,4.657098443073803828e-02,4.902947560276747774e-02,4.957878030189847435e-02,4.835609354865613718e-02,5.485109061674854625e-02,4.975031700273351704e-02,4.876770015050115731e-02,5.262905255208884941e-02,4.885389219879049394e-02
nan,nan,5.180494324926739752e-02,5.128519117047797976e-02,5.239763088148433751e-02,5.025536957669757970e-02,5.092134368402843891e-02,6.495721994897007967e-02,5.492289583007131659e-02,5.000129603169481407e-02,5.213053377816637829e-02,4.982496706100961875e-02
nan,nan,nan,1.871042469965001828e-02,1.843701421096951426e-02,1.805306720169374060e-02,1.837545113164023788e-02,1.871724725351023993e-02,1.893327518484521146e-02,1.814366696190639408e-02,1.909629280026030676e-02,1.810381909267303607e-02
nan,nan,nan,nan,1.756837073603646077e-02,1.717155153453070460e-02,1.732786002384833698e-02,1.896845696513710725e-02,1.756107140188040844e-02,1.736199925504319785e-02,1.748857473451640582e-02,1.744393227480466393e-02
nan,nan,nan,nan,nan,2.344775397151230290e-02,2.364502653821133962e-02,2.888234366169828080e-02,2.408168994876171490e-02,2.381870392724656435e-02,2.481681249585208568e-02,2.372909550114754226e-02
nan,nan,nan,nan,nan,nan,5.916066820096487454e-03,6.733283665452859112e-03,6.404564668035859012e-03,6.047878335000223329e-03,6.374906528471437246e-03,6.145828030109777400e-03
nan,nan,nan,nan,nan,nan,nan,3.236291437698829432e-02,2.872023410333740187e-02,2.769308497658574258e-02,2.897335451143278132e-02,2.780133481536142120e-02
nan,nan,nan,nan,nan,nan,nan,nan,5.753789033420411703e-02,6.189000386025697575e-02,6.233246738204319126e-02,6.098734193325377334e-02
nan,nan,nan,nan,nan,nan,nan,nan,nan,3.065700681737905040e-02,3.188843667050830777e-02,3.045503055732166550e-02
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.326220613982735830e-03,1.000082057907396293e-02
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.228731494758638881e-02
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
