nan,3.248499102013097800e-02,3.165957779025847796e-02,3.194269229432022267e-02,3.220211333152078054e-02,3.155454820222636930e-02,3.146717008296411044e-02,3.252047986594708284e-02,3.211616412928808978e-02,3.323804590277812387e-02,3.378908137833386283e-02,3.180853643421208826e-02
nan,nan,2.948677204477197569e-02,2.928636451552378561e-02,2.994654362152138205e-02,2.994025271751581119e-02,3.076196956406381314e-02,3.144068812283463965e-02,2.835699202601587102e-02,3.339038598970235638e-02,3.117932914167236003e-02,2.964922436957016100e-02
nan,nan,nan,1.064796253596032166e-02,1.045525611851933108e-02,1.044360335859838285e-02,9.773770078264947675e-03,9.856611507199878816e-03,1.046297411668973068e-02,9.718159396167885475e-03,1.024628019357835991e-02,1.055427887681836992e-02
nan,nan,nan,nan,1.296424893076828823e-02,1.278801563969678493e-02,1.302421930604378761e-02,9.700438705501678374e-03,1.247357866057928651e-02,1.131721050121674461e-02,1.306170064584600589e-02,1.285311981679155072e-02
nan,nan,nan,nan,nan,2.997047745524429943e-02,3.057097194058487621e-02,2.956525292113997699e-02,2.893061454063654975e-02,3.194545040741664926e-02,3.016994373529252593e-02,3.015593794023130325e-02
nan,nan,nan,nan,nan,nan,9.863315363931014768e-03,7.628185833944684142e-03,8.422263598736184909e-03,8.916213948478345433e-03,9.484766105097084191e-03,8.963396306002536021e-03
nan,nan,nan,nan,nan,nan,nan,3.986039184562484294e-02,3.416136849995084906e-02,3.520030531664115198e-02,3.513950321914927066e-02,3.389425584029063382e-02
nan,nan,nan,nan,nan,nan,nan,nan,7.592947918650379269e-02,6.721996281043933485e-02,7.461478964632844990e-02,6.865204424664538008e-02
nan,nan,nan,nan,nan,nan,nan,nan,nan,3.486359290835708280e-02,3.560359606856199760e-02,3.280541848319470932e-02
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.122025065713347911e-02,2.269310381085636388e-02
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.755020307522033418e-02
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
