nan,4.356903288047465211e-02,3.998145298820777321e-02,3.858587875133821093e-02,3.934020625567202084e-02,3.874552810890246474e-02,3.871125991949725398e-02,3.709574323513165767e-02,3.819057531566143887e-02,3.979156060088162583e-02,4.257013198485093408e-02,3.782382269423599508e-02
nan,nan,6.135069488856904896e-02,5.933640509614088870e-02,6.014225590670763816e-02,5.865340763979619981e-02,5.795520603230605583e-02,6.007328202650205617e-02,5.914585611622815570e-02,6.622337725685809029e-02,6.595873450877873245e-02,5.740748458662268267e-02
nan,nan,nan,1.437793058514596177e-02,1.515291542824847605e-02,1.445582987874747052e-02,1.296220197975896452e-02,1.463181652120247589e-02,1.444179217572192850e-02,1.632139095477930582e-02,1.575419894847669353e-02,1.427505250677171475e-02
nan,nan,nan,nan,1.441829539044930594e-02,1.363430539080626343e-02,1.355767802143613594e-02,1.259881974750269758e-02,1.335485028129349168e-02,1.325854459386725109e-02,1.411967015083709191e-02,1.367771696469478188e-02
nan,nan,nan,nan,nan,3.319235157911824829e-02,3.211581915515353963e-02,3.664914577998027584e-02,3.174089865818892353e-02,3.511891150377419168e-02,3.647375993528301913e-02,3.351658911273442537e-02
nan,nan,nan,nan,nan,nan,4.193424744538268994e-03,3.731805803476982361e-03,4.220204064036923303e-03,4.732273038756328390e-03,4.190064565344433015e-03,4.299174676808313611e-03
nan,nan,nan,nan,nan,nan,nan,3.965494106800350471e-02,4.141931030130086705e-02,4.212297365521910225e-02,4.372652882126496637e-02,4.108214503796372291e-02
nan,nan,nan,nan,nan,nan,nan,nan,5.071603367047836791e-02,5.917666087606431730e-02,5.342288915572464270e-02,5.086381245900149090e-02
nan,nan,nan,nan,nan,nan,nan,nan,nan,2.000546166963355216e-02,2.149137612296969299e-02,2.038762358173099379e-02
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.198091495303644449e-02,4.843560000564615248e-02
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.961299796726057615e-02
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
