"ISO","Country","Subject Descriptor","Units","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050"
"LSO","Lesotho","GDP"," (billions) 2005 USD","579.20000000000005","583.23000000000002","598.13999999999999","579.03999999999996","639.26999999999998","671.20000000000005","674.92999999999995","672.29999999999995","730.13","779.38999999999999","826.14999999999998","850.48000000000002","911.75999999999999","943.51999999999998","999.84000000000003","1035.2","1085.8699999999999","1125.29","1128.3199999999999","1142.6500000000001","1194.3199999999999","1230.5699999999999","1250.6600000000001","1299.97","1359.1300000000001","1368.4100000000001","1479.25","1554.1700000000001","1615.52","1666.3599999999999","1727.0","1815.9400000000001","1909.1400000000001","1977.380496","2045.5566570000001","2096.0869480000001","2149.7957700000002","2238.2109580000001","2350.1051870000001","2442.4871309999999","2539.111382","2636.5320929999998","2775.8903460000001","2921.7918850000001","3075.2242139999998","3236.2903769999998","3403.410367","3577.2453829999999","3759.203692","3949.1564870000002","4148.3145359999999","4351.8777090000003","4563.5126540000001","4783.3739340000002","5011.7878549999996","5249.6732259999999","5491.9723100000001","5743.1074060000001","6003.662429","6274.5476010000002","6556.1407490000001","6845.8142539999999","7148.9779200000003","7466.6020760000001","7799.7429220000004","8149.0015469999998","8508.8049950000004","8883.8932850000001","9274.7988100000002","9681.2038510000002","10103.82113"
"LBR","Liberia","GDP"," (billions) 2005 USD","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","797.71776629999999","820.34586920000004","856.67341069999998","615.04747629999997","638.26417419999996","675.0","730.67614470000001","823.89202469999998","873.00095639999995","917.45339460000002","973.04637400000001","1045.071895","1131.5457269999999","1229.690617","1237.7594610000001","1238.2831659999999","1268.6897530000001","1328.5591400000001","1400.5641290000001","1484.801604","1605.81395","1708.2852780000001","1757.1588999999999","1807.093122","1858.0935549999999","1910.2200089999999","1963.299724","2017.396935","2072.45595","2128.4461019999999","2185.333701","2242.9895750000001","2301.458118","2360.728345","2420.727676","2481.4047270000001","2542.5589319999999","2604.2190820000001","2666.3135889999999","2728.7814760000001","2791.6474950000002","2854.8563960000001","2918.6157859999998","2983.0211559999998","3048.1397059999999","3114.1243399999998","3180.89968","3248.74476","3317.736324","3383.2782510000002","3449.9736149999999"
"LBY","Libya","GDP"," (billions) 2005 USD","55765.705309999998","44590.661939999998","45265.41461","43134.986120000001","39551.420740000001","39791.67755","35275.148009999997","30085.882369999999","32367.24912","34699.102760000002","35990.398110000002","41622.459170000002","40496.519390000001","38970.774949999999","39723.551399999997","34800.71026","35716.595780000003","35499.823389999998","35366.176809999997","35529.439980000003","36837.404690000003","36187.084880000002","35839.596669999999","40505.346210000003","42312.645080000002","47335.0","50411.796159999998","53615.225010000002","55044.451410000001","54609.05315","57352.702530000002","21750.1914","44475.995049999998","38448.639139999999","29208.661499999998","27344.84735","26788.51352","30065.99251","32247.846010000001","35232.835529999997","39983.836280000003","41911.819170000002","43110.906020000002","44336.014080000001","45587.281049999998","46866.174290000003","48168.455280000002","49495.699950000002","50846.541929999999","52220.228840000003","53615.934099999999","55030.488559999998","56464.981419999996","57919.143109999997","59391.19298","60879.870309999998","62380.254370000002","63893.051489999998","65416.50533","66949.119839999999","68491.502280000001","70042.297120000003","71606.597940000007","73186.747480000005","74784.394499999995","76403.290429999994","78041.585850000003","79706.126759999999","81398.796000000002","83006.830350000004","84643.163620000007"
"LTU","Lithuania","GDP"," (billions) 2005 USD","21046.029999999999","21487.98","22109.080000000002","22816.540000000001","23135.950000000001","23390.419999999998","24372.82","24689.669999999998","25059.959999999999","25786.709999999999","25061.099999999999","23638.720000000001","18613.369999999999","15593.0","14070.18","14533.1","15212.85","16278.940000000001","17463.93","17167.790000000001","17840.400000000001","19042.080000000002","20349.040000000001","22434.139999999999","24083.220000000001","25962.25","27998.950000000001","30497.759999999998","31417.759999999998","26786.150000000001","27140.27","28762.439999999999","29730.580000000002","30783.792239999999","31717.321479999999","32223.33842","33103.747719999999","34142.946040000003","35301.64675","36581.609400000001","37889.850749999998","39159.155559999999","41048.97032","43024.319210000001","45102.555690000001","47297.613799999999","49422.449200000003","51654.264309999999","54008.266439999999","56491.022219999999","59115.744930000001","61634.729180000002","64280.128709999997","67058.942569999999","69974.630239999999","73031.227790000004","75931.812260000006","78943.500589999996","82072.226760000005","85329.762619999994","88723.659780000002","92020.675390000004","95494.533060000002","99135.711200000005","102802.85950000001","106090.44160000001","108858.06819999999","111404.67230000001","113748.56819999999","115916.9595","117940.4368"
"LUX","Luxembourg","GDP"," (billions) 2005 USD","11838.68","11773.51","11906.700000000001","12262.49","13021.26","13384.75","14721.059999999999","15302.73","16597.82","18224.040000000001","19193.580000000002","20852.73","21232.189999999999","22124.009999999998","22969.349999999999","23298.330000000002","23651.970000000001","25056.450000000001","26682.799999999999","28929.610000000001","31372.07","32162.939999999999","33483.129999999997","34185.150000000001","35858.139999999999","37659.18","39963.32","41744.25","41368.550000000003","39863.150000000001","41264.739999999998","41950.160000000003","42095.639999999999","43925.848460000001","45713.174630000001","47780.264410000003","49441.831429999998","51134.876199999999","52754.817300000002","54341.358260000001","55969.132700000002","57638.07417","58984.607739999999","60329.967279999997","61677.162989999997","63026.875489999999","64377.499860000004","65728.433869999993","67077.882549999995","68422.650829999999","69762.717080000002","71096.329370000007","72424.465320000003","73747.657900000006","75064.788329999996","76382.451180000004","77697.028690000006","79012.912389999998","80332.002009999997","81655.206640000004","82984.085659999997","84318.220860000001","85658.163390000002","86996.762969999996","88331.72279","89662.642540000001","90988.294290000005","92309.576279999994","93630.563620000001","94936.647070000006","96267.529380000007"
"MAC","Macao SAR","GDP"," (billions) 2005 USD","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","7257.30015","7906.6671269999997","8828.0854390000004","11190.063609999999","12092.0","13701.901309999999","15681.47459","16213.68196","16427.901040000001","20578.10284","25038.052670000001","27348.98791","30412.22307","30153.18303","24017.336169999999","22296.299500000001","22445.398430000001","22708.875609999999","23096.646860000001","23511.477910000001","24213.790290000001","24906.54088","25614.32474","26337.221450000001","27076.078730000001","27828.44786","28595.239290000001","29375.663649999999","30169.286250000001","30975.629540000002","31792.86262","32621.614750000001","33461.730179999999","34312.180189999999","35172.236409999998","36039.055979999997","36913.04696","37793.194669999997","38678.6348","39569.718159999997","40465.661639999998","41369.407950000001","42282.310579999998","43205.322050000002","44140.609689999997","45087.105029999999","46048.76324","47026.672059999997","47955.684630000003","48901.046369999996"
"MKD","FYR Macedonia","GDP"," (billions) 2005 USD","null","null","null","null","null","null","null","null","null","null","null","null","5462.2920770000001","5052.5013840000001","4961.5325789999997","4906.977758","4965.8786289999998","5032.958869","5203.1209150000004","5429.2978229999999","5675.7293159999999","5501.6783370000003","5583.8232049999997","5707.9415250000002","5974.7445429999998","6257.0","6578.4437859999998","7004.2482090000003","7387.5347099999999","7361.0526819999995","7608.2697209999997","7786.3301719999999","7750.8074420000003","7977.5487350000003","8259.9675810000008","8562.7276519999996","8871.0279769999997","9190.3530320000009","9530.4105820000004","9883.0360330000003","10258.563399999999","10648.39733","10953.04537","11264.30452","11582.209779999999","11907.133959999999","12238.000179999999","12575.208850000001","12918.41281","13267.420899999999","13622.02312","13981.414290000001","14345.871150000001","14715.325199999999","15089.324049999999","15467.54738","15848.744989999999","16233.09636","16620.15524","17009.541539999998","17401.40955","17795.414860000001","18192.851600000002","18594.314969999999","19000.223870000002","19411.5314","19827.76771","20250.67211","20680.722989999998","21089.270960000002","21505.008740000001"
"MDG","Madagascar","GDP"," (billions) 2005 USD","3598.0","3249.04","3190.23","3219.0","3273.8800000000001","3311.7199999999998","3376.5999999999999","3416.3800000000001","3532.6500000000001","3676.75","3791.8299999999999","3552.5799999999999","3594.7199999999998","3670.0900000000001","3667.46","3730.25","3810.4099999999999","3951.1500000000001","4106.5200000000004","4297.8500000000004","4502.4300000000003","4773.3800000000001","4168.4099999999999","4576.29","4816.8599999999997","5038.5799999999999","5291.6400000000003","5621.8800000000001","6008.6899999999996","5788.6499999999996","5824.0200000000004","5881.6199999999999","6157.4099999999999","6296.7763999999997","6505.5596390000001","6702.8684069999999","6980.4728949999999","7291.4882280000002","7641.4505570000001","8023.6159610000004","8424.7935839999991","8846.0311309999997","9325.3863120000005","9833.1154069999993","10371.95098","10941.937840000001","11545.127640000001","12180.1317","12852.48683","13563.28606","14318.549999999999","15105.753629999999","15937.20695","16814.244879999998","17739.45664","18717.86837","19744.758549999999","20828.754929999999","21973.217219999999","23183.735980000001","24463.45592","25817.322530000001","27259.975200000001","28797.70333","30438.677749999999","32188.695070000002","34039.51281","36007.804100000001","38096.570299999999","40305.112569999998","42637.731359999998"
"MWI","Malawi","GDP"," (billions) 2005 USD","1510.3199999999999","1430.4200000000001","1466.23","1520.75","1602.27","1675.51","1671.9100000000001","1699.0799999999999","1753.0699999999999","1776.6400000000001","1877.77","2041.71","1891.99","2075.3600000000001","1862.8399999999999","2174.4699999999998","2333.5700000000002","2422.0700000000002","2516.4099999999999","2592.9699999999998","2633.8299999999999","2502.8000000000002","2392.1300000000001","2542.4499999999998","2686.8099999999999","2755.4299999999998","2981.3800000000001","3237.77","3551.8400000000001","3872.71","4124.75","4314.0699999999997","4496.3400000000001","4730.1408350000002","4999.753291","5147.2639929999996","5301.66932","5513.7451179999998","5761.8538349999999","6049.9475949999996","6382.705594","6733.7491170000003","7199.1880039999996","7701.10113","8241.5344690000002","8821.4165159999993","9443.7135259999995","10106.88896","10819.011689999999","11585.521220000001","12414.84794","13291.41287","14234.67332","15248.18714","16335.48755","17502.983619999999","18742.162789999998","20071.159459999999","21496.15265","23026.041109999998","24667.915919999999","26424.06133","28323.803","30377.82273","32598.19095","34996.328970000002","37561.908320000002","40326.045879999998","43301.642010000003","46499.575680000002","49935.853179999998"
"MYS","Malaysia","GDP"," (billions) 2005 USD","30823.119999999999","32962.839999999997","34921.139999999999","37103.800000000003","39983.769999999997","39535.050000000003","39990.699999999997","42145.650000000001","46333.970000000001","50531.129999999997","55083.800000000003","60341.809999999998","65703.25","72204.550000000003","78856.059999999998","86606.889999999999","95269.919999999998","102246.3","94721.559999999998","100535.2","109441.49000000001","110008.03999999999","115938.56","122649.66","130969.52","137953.0","145919.10999999999","155180.78","162381.97","159725.41","171216.04999999999","180119.28","189305.35999999999","198227.13740000001","210107.128","220511.66279999999","230213.57829999999","241264.943","252844.65729999999","265234.8567","278495.12329999998","292420.64079999999","305465.10119999998","318910.9093","332782.20630000002","347100.75439999998","361770.1201","376818.26490000001","392315.99920000002","408256.87219999998","424638.2328","441276.55790000001","458310.0417","475795.27220000001","493736.72489999997","512141.25400000002","531063.36109999998","550470.77069999999","570437.16599999997","591015.46609999996","612247.06880000001","634399.34100000001","657486.44469999999","681575.29989999998","706696.3173","732853.80099999998","760040.30200000003","788283.28780000005","817576.66009999998","847871.33030000003","879159.94010000001"
"MDV","Maldives","GDP"," (billions) 2005 USD","163.06","175.91999999999999","189.06","197.40000000000001","231.71000000000001","263.69","286.35000000000002","311.74000000000001","338.93000000000001","370.43000000000001","355.43000000000001","379.94","404.50999999999999","426.42000000000002","458.42000000000002","492.24000000000001","536.99000000000001","592.59000000000003","650.89999999999998","698.36000000000001","730.89999999999998","786.88","875.97000000000003","951.17999999999995","1041.1400000000001","992.48000000000002","1170.9200000000001","1256.45","1328.71","1229.51","1316.8800000000001","1402.29","1467.03","1535.9408719999999","1635.4658480000001","1666.7349529999999","1725.8111220000001","1792.9404589999999","1874.7747730000001","1962.015584","2055.6266839999998","2152.8056459999998","2248.0205299999998","2345.9362639999999","2447.3372859999999","2552.3427499999998","2659.5029359999999","2769.383832","2882.7798039999998","2999.472401","3119.9481740000001","3240.9502149999998","3364.6630359999999","3491.0568480000002","3620.0820020000001","3751.8775129999999","3882.5410499999998","4015.0614209999999","4149.3989089999995","4285.4442859999999","4422.7705809999998","4558.9053249999997","4697.3238760000004","4837.5496130000001","4978.9371119999996","5120.7118659999996","5260.7390109999997","5400.2398869999997","5538.827241","5676.1932550000001","5812.4372240000002"
"MLI","Mali","GDP"," (billions) 2005 USD","2473.8200000000002","2364.6799999999998","2255.02","2363.21","2466.4699999999998","2186.3699999999999","2370.8000000000002","2358.52","2393.46","2675.02","2625.46","2667.8899999999999","2890.21","2828.3699999999999","2854.1700000000001","3031.3899999999999","3128.9499999999998","3340.5","3542.04","3780.5900000000001","3901.5700000000002","4373.6599999999999","4555.3100000000004","4894.29","5001.25","5305.3199999999997","5586.5","5742.9200000000001","6030.0699999999997","6298.8299999999999","6667.1199999999999","7019.3400000000001","7406.6000000000004","7577.2493940000004","8146.1597099999999","8645.1469670000006","9078.7069159999992","9550.7976409999992","10006.209800000001","10455.32569","10927.946819999999","11421.01822","12165.97854","12969.374299999999","13833.47118","14758.30488","15737.90785","16781.98515","17899.742300000002","19095.059519999999","20378.10572","21721.398120000002","23158.199690000001","24691.587879999999","26325.576700000001","28068.711599999999","29900.467479999999","31854.508699999998","33938.337070000001","36163.049140000003","38537.172530000003","41062.018470000003","43778.226849999999","46700.105470000002","49844.343789999999","53224.883909999997","56815.090450000003","60665.459999999999","64788.43606","69191.449040000007","73889.341969999994"
"MLT","Malta","GDP"," (billions) 2005 USD","2407.8400000000001","2487.5799999999999","2544.4000000000001","2528.8200000000002","2552.6500000000001","2618.6500000000001","2720.3899999999999","2832.21","3070.52","3321.6599999999999","3529.7199999999998","3751.5300000000002","3927.5100000000002","4103.4899999999998","4340.8900000000003","4608.5299999999997","4792.4099999999999","5022.4399999999996","5197.7200000000003","5405.0600000000004","5745.5799999999999","5653.0799999999999","5800.6199999999999","5782.6400000000003","5794.7799999999997","5980.8000000000002","6184.1400000000003","6418.5200000000004","6764.29","6541.1300000000001","6747.1099999999997","6912.4200000000001","7064.4200000000001","7343.1942879999997","7641.8927620000004","8053.4010770000004","8334.7733009999993","8585.4453290000001","8840.9736030000004","9090.5105139999996","9347.2106569999996","9609.3561759999993","9798.8138610000005","9988.4960609999998","10180.51323","10375.5389","10576.211149999999","10782.271779999999","10991.352150000001","11200.27536","11408.053540000001","11617.504360000001","11824.65389","12030.02974","12232.891019999999","12431.41915","12630.58714","12827.756950000001","13021.334500000001","13211.61166","13400.64277","13606.164559999999","13814.63874","14028.692129999999","14250.44642","14479.39644","14711.152899999999","14950.09388","15194.99575","15446.00445","15704.231330000001"
"MHL","Marshall Islands","GDP"," (billions) 2005 USD","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","117.32155779999999","115.16697379999999","121.6626579","128.2463549","131.32814629999999","132.14737339999999","131.7569675","134.93142570000001","138.0","143.27449440000001","140.15227719999999","137.97699650000001","146.19145409999999","148.22201799999999","154.1207086","156.6956758","155.1679814","157.10862760000001","159.08789429999999","161.82366809999999","165.3181477","167.25770660000001","170.13219369999999","172.1804109","174.61741570000001","179.6131771","184.7173507","189.9305104","195.2587695","200.6844691","206.21417500000001","211.84219450000001","217.565393","223.3803265","229.2737917","235.25032619999999","241.3088071","247.44181570000001","253.64409929999999","259.89515669999997","266.19793060000001","272.54510379999999","278.93044300000003","285.35647849999998","291.81756259999997","298.33491670000001","304.91830140000002","311.57458589999999","318.31939990000001","325.145038","332.08002290000002","339.13219900000001","345.83176029999998","352.64922360000003"
"MRT","Mauritania","GDP"," (billions) 2005 USD","1148.6600000000001","1188.29","1160.49","1203.8399999999999","1164.99","1199.8800000000001","1268.4400000000001","1292.54","1314.78","1377.5899999999999","1353.1900000000001","1377.3900000000001","1403.2","1485.6199999999999","1440.1500000000001","1581.5699999999999","1673.5999999999999","1605.9100000000001","1650.52","1760.6099999999999","1793.1900000000001","1845.0599999999999","1865.3","1969.6400000000001","2071.6399999999999","2184.4400000000001","2440.0300000000002","2486.3899999999999","2573.8299999999999","2542.4299999999998","2674.2800000000002","2810.9899999999998","2970.2600000000002","3161.1706589999999","3368.9733719999999","3433.2555390000002","3575.417684","3713.7069799999999","3775.2588150000001","3919.1325919999999","4073.4015140000001","4203.7938530000001","4417.6974479999999","4642.8716350000004","4880.1390860000001","5129.0153380000002","5389.1073379999998","5660.2962559999996","5944.5656419999996","6241.6686950000003","6553.5066999999999","6874.5037750000001","7209.5685229999999","7558.7649309999997","7922.5408969999999","8302.3772279999994","8696.59202","9107.9366489999993","9537.3617589999994","9986.5858169999992","10456.37665","10949.869549999999","11471.04989","12021.62702","12603.648450000001","13218.32078","13863.04803","14542.06237","15256.29617","16005.484350000001","16790.95232"
"MUS","Mauritius","GDP"," (billions) 2005 USD","1742.8399999999999","1824.21","1928.0","1984.6900000000001","2035.1199999999999","2153.6999999999998","2333.5","2550.9000000000001","2750.9200000000001","2905.75","3075.0300000000002","3252.8800000000001","3427.4400000000001","3630.2199999999998","3794.1100000000001","3948.1399999999999","4152.9399999999996","4396.1000000000004","4659.8599999999997","4931.3999999999996","5129.96","5415.0299999999997","5561.79","5739.3199999999997","6009.2700000000004","6283.8500000000004","6510.0600000000004","6814.4399999999996","7178.0699999999997","7395.7799999999997","7703.5900000000001","8027.1400000000003","8356.25","8622.4070059999995","8934.3393770000002","9235.8100890000005","9585.4527180000005","9963.2984140000008","10356.0648","10767.927460000001","11199.79983","11647.683720000001","12087.954519999999","12531.03643","12983.529860000001","13447.239219999999","13914.71889","14387.250959999999","14870.638080000001","15363.579170000001","15869.350689999999","16368.67376","16877.33236","17392.629359999999","17908.77159","18423.698209999999","18933.838339999998","19439.75232","19948.781299999999","20473.489809999999","21021.276000000002","21600.934079999999","22213.79362","22857.708310000002","23525.764330000002","24211.475259999999","24909.256860000001","25623.487229999999","26354.441800000001","27100.70551","27862.363840000002"
"MEX","Mexico","GDP"," (billions) 2005 USD","460708.38","501124.5","497977.90999999997","477081.28000000003","494304.75","507124.0","488086.96999999997","497144.63","503336.28000000003","524467.81000000006","551049.43999999994","574316.06000000006","595156.06000000006","606764.75","633815.88","594405.31000000006","624956.68999999994","667300.93999999994","700042.18999999994","727156.56000000006","775163.38","773946.5","780344.56000000006","790891.13","822621.5","848947.0","889822.25","918322.63","934589.43999999994","871037.31000000006","918212.68999999994","954184.06000000006","991847.18999999994","1005197.238","1027813.911","1053987.3259999999","1079399.4850000001","1107175.774","1137840.8030000001","1170989.5919999999","1207161.679","1244774.9299999999","1279161.5160000001","1315021.997","1352646.879","1392315.605","1434289.9269999999","1478784.9920000001","1525979.608","1576011.3230000001","1628975.372","1684918.9380000001","1743841.882","1805690.0800000001","1870358.142","1937703.956","2007556.845","2079736.8370000001","2154048.9049999998","2230306.7179999999","2308329.1850000001","2387922.8280000002","2468908.9130000002","2551146.8990000002","2634420.8689999999","2718329.2340000002","2802857.8250000002","2887925.3969999999","2973333.5010000002","3045546.1370000001","3118124.4720000001"
"FSM","Micronesia","GDP"," (billions) 2005 USD","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","244.06921059999999","236.5794247","222.17952120000001","229.03092240000001","232.26308850000001","242.33224989999999","246.6596188","247.61506790000001","252.7398915","243.96403000000001","249.0","249.42997740000001","244.342637","238.6615444","241.7695253","250.1452285","253.88010370000001","252.9943208","244.07215550000001","235.50932660000001","235.29081830000001","237.73710990000001","239.64109239999999","240.9097409","243.16950489999999","244.03863899999999","245.45779110000001","252.48027819999999","259.65515929999998","266.98324079999998","274.47311630000002","282.09996289999998","289.87301000000002","297.78425549999997","305.82929300000001","314.00328150000001","322.28766100000001","330.68881019999998","339.2051505","347.82625350000001","356.54473580000001","365.33177869999997","374.19151920000002","383.11367100000001","392.08947260000002","401.12248030000001","410.20475549999998","419.36612889999998","428.62032069999998","437.97698709999997","447.45809830000002","457.05282319999998","466.80125559999999","476.71442239999999","486.13192249999997","495.71515590000001"
"MDA","Moldova","GDP"," (billions) 2005 USD","4620.25","4587.3900000000003","5125.5299999999997","5348.8599999999997","5528.4300000000003","5235.9300000000003","5650.0200000000004","5717.9399999999996","5814.7200000000003","6107.3299999999999","5960.7600000000002","5007.0299999999997","3549.9899999999998","3507.3899999999999","2423.5999999999999","2389.6700000000001","2265.4099999999999","2301.6599999999999","2152.0500000000002","2078.8800000000001","2122.54","2252.0100000000002","2427.6700000000001","2587.8899999999999","2779.6599999999999","2988.1700000000001","3131.1500000000001","3224.6999999999998","3456.8800000000001","3249.4699999999998","3473.6799999999998","3716.8400000000001","3884.0900000000001","4249.1646190000001","4452.8493070000004","4403.8423469999998","4425.8704310000003","4536.5212650000003","4690.747523","4864.32582","5049.1593869999997","5241.0266369999999","5541.3116330000003","5859.9032470000002","6198.3887130000003","6556.8596029999999","6910.6603599999999","7280.8371070000003","7670.7474560000001","8080.2769449999996","8512.02009","8933.4538400000001","9371.8587939999998","9827.3799390000004","10299.2084","10787.33653","11266.73488","11759.67051","12266.09763","12785.64234","13316.877640000001","13837.536459999999","14374.16683","14925.8912","15491.00786","16068.18903","16646.5301","17233.539919999999","17836.048169999998","18463.82245","19127.271369999999"
"MNG","Mongolia","GDP"," (billions) 2005 USD","1106.9400000000001","1199.6600000000001","1299.73","1375.5599999999999","1457.1800000000001","1540.4200000000001","1684.8399999999999","1743.1099999999999","1832.1500000000001","1908.7","1860.5599999999999","1688.6400000000001","1528.3","1482.3299999999999","1516.3499999999999","1612.0899999999999","1650.02","1715.99","1776.6099999999999","1833.74","1843.25","1897.6900000000001","1987.51","2126.73","2352.6999999999998","2523.3600000000001","2739.2800000000002","3019.3200000000002","3286.8000000000002","3245.0900000000001","3451.6399999999999","3847.3699999999999","4303.0900000000001","4804.3699580000002","5183.1885769999999","5302.1656460000004","5323.6907890000002","5458.7632979999998","5769.2703439999996","6223.8867739999996","6875.1742899999999","7372.7051339999998","7836.7391239999997","8326.7014839999993","8845.0615809999999","9392.6575580000008","9953.3213620000006","10539.589089999999","11158.27404","11808.94362","12494.93238","13186.73407","13906.050289999999","14655.75597","15437.437260000001","16253.81589","17084.07345","17946.595020000001","18842.71442","19772.67498","20735.539420000001","21722.169290000002","22753.013470000002","23829.4238","24951.814859999999","26120.63726","27324.364259999998","28574.97322","29876.871149999999","31232.473330000001","32647.655790000001"
"MNE","Montenegro","GDP"," (billions) 2005 USD","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","1968.814963","1989.7288639999999","2027.200945","2078.2230789999999","2170.13589","2261.0","2455.4388869999998","2717.6901560000001","2906.0703309999999","2740.186154","2807.5268289999999","2898.457813","2818.8944980000001","2918.9585889999998","2971.5093339999999","3092.667054","3236.6366589999998","3317.8968399999999","3400.9398849999998","3475.4914140000001","3605.4865279999999","3758.6419940000001","3866.1758169999998","3976.0432169999999","4088.2565420000001","4202.9473840000001","4319.7356339999997","4438.7626209999999","4559.9058089999999","4683.0977249999996","4808.2642409999999","4935.1211499999999","5063.7661289999996","5194.1750039999997","5326.1880870000005","5459.692317","5594.2464030000001","5729.913689","5866.5366679999997","6003.9811730000001","6142.3016639999996","6281.376577","6421.662703","6563.3701389999997","6706.6467439999997","6851.828947","6998.750892","7148.0265259999996","7299.8247009999995","7444.0328399999999","7590.7788190000001"
"MAR","Morocco","GDP"," (billions) 2005 USD","25330.419999999998","24630.200000000001","26999.369999999999","26848.84","28013.099999999999","29784.959999999999","32256.91","31436.07","34710.019999999997","35531.470000000001","36964.970000000001","39514.830000000002","37922.010000000002","37538.139999999999","41426.360000000001","38700.730000000003","43428.760000000002","42461.290000000001","45712.160000000003","45954.160000000003","46686.019999999997","50211.720000000001","51876.760000000002","55153.800000000003","57802.209999999999","59523.860000000001","64142.82","65884.330000000002","69705.800000000003","73155.529999999999","75862.289999999994","79370.160000000003","83024.369999999995","86947.859200000006","89049.672619999998","93026.630839999998","95125.955969999995","99046.277619999993","103411.8615","108177.7118","113306.41899999999","118691.1412","123532.63219999999","128550.6606","133758.7439","139161.52420000001","144755.67329999999","150561.5601","156572.8394","162765.61919999999","169137.55410000001","175635.47870000001","182300.30600000001","189123.25769999999","196103.03950000001","203242.75599999999","210509.89259999999","217934.68659999999","225521.82870000001","233287.88260000001","241241.3639","249392.78289999999","257840.68539999999","266579.68939999997","275593.55249999999","284864.5624","294244.31689999998","303861.7156","313709.82919999998","323785.41700000002","334092.4497"
"MOZ","Mozambique","GDP"," (billions) 2005 USD","2525.3400000000001","2651.6100000000001","2468.6500000000001","2081.0700000000002","1945.8","1965.26","1920.0599999999999","2202.3099999999999","2382.8899999999999","2537.7800000000002","2563.1599999999999","2688.7600000000002","2551.5","2772.3299999999999","2959.8899999999999","3039.8299999999999","3264.7800000000002","3599.04","3987.0900000000001","4310.7600000000002","4357.79","4876.3199999999997","5306.2600000000002","5625.8999999999996","6069.4300000000003","6578.5200000000004","7149.6999999999998","7651.75","8146.2399999999998","8662.2199999999993","9252.1200000000008","9917.7099999999991","10666.299999999999","11428.00189","12277.60111","13051.063260000001","13834.115529999999","14774.825510000001","15942.13682","17153.676179999999","18440.22795","25614.443299999999","27832.5003","30243.534919999998","32866.61679","35709.432209999999","38723.121529999997","41955.802750000003","45449.323429999997","49218.078540000002","53302.724499999997","57583.831619999997","62182.930970000001","67127.857260000004","72447.186860000002","78184.194489999994","84230.249479999999","90718.940470000001","97698.261840000006","105222.43339999999","113333.7298","121955.93979999999","131287.4013","141401.01029999999","152370.1464","164257.24359999999","176860.77290000001","190444.0122","205077.4417","220802.2347","237690.47829999999"
"MMR","Myanmar","GDP"," (billions) 2005 USD","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","5648.6064319999996","5974.752923","6628.7131650000001","7539.7902690000001","8395.2398379999995","9404.8788000000004","10706.786980000001","12159.22064","13809.0","15614.49836","17486.99223","18116.485659999998","19048.375520000001","20066.483530000001","21188.416150000001","22742.110410000001","24658.867610000001","26804.003779999999","28688.582760000001","31167.214120000001","33568.625189999999","36173.056329999999","38933.332799999996","41915.186670000003","45128.62758","46419.746529999997","47738.883849999998","49086.187839999999","50463.238469999997","51865.471890000001","53294.584999999999","54749.106570000004","56228.226450000002","57731.054620000003","59254.178720000004","60798.771520000002","62364.542759999997","63949.575140000001","65552.511169999998","67168.052429999996","68796.959480000005","70437.341180000003","72087.586639999994","73748.349740000005","75418.170910000001","77102.534660000005","78803.963560000004","80524.232889999999","82267.382029999993","84031.419609999997","85823.717069999999","87646.301749999999","89377.755669999999","91139.680489999999"
"NAM","Namibia","GDP"," (billions) 2005 USD","null","null","null","null","null","null","null","null","null","null","3986.284623","4198.9879380000002","4588.2158090000003","4514.0483119999999","4649.7274500000003","4841.1309819999997","4995.7252360000002","5206.1899439999997","5377.5867269999999","5558.7399240000004","5753.0500309999998","5890.8972899999999","6284.3112170000004","6502.8539760000003","6934.1463100000001","7258.0","7544.522817","7819.5894900000003","8026.8477789999997","8050.6204459999999","8536.7149270000009","8971.3264479999998","9425.6805530000001","9961.1376010000004","10595.819879999999","11072.57713","11536.488009999999","12211.104090000001","12935.27117","13622.37795","14245.49732","14884.05242","15309.8815","15744.951440000001","16189.31113","16643.481680000001","17105.957869999998","17577.299360000001","18057.020909999999","18544.855329999999","19040.50908","19542.8567","20052.28501","20568.698260000001","21091.464100000001","21620.134819999999","22152.962909999998","22690.199240000002","23231.22006","23775.49409","24323.236980000001","24873.967349999999","25429.494070000001","25990.649109999998","26558.01799","27132.932949999999","27714.737209999999","28305.861980000001","28906.975890000002","29478.033599999999","30059.141049999998"
