"ISO","Country","Subject Descriptor","Units","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050"
"CYP","Cyprus","GDP"," (billions) 2005 USD","5427.7116539999997","5594.1905120000001","5946.0332959999996","6261.9945829999997","6815.9566370000002","7138.5459049999999","7393.4719679999998","7922.8659530000004","8581.2621720000006","9274.2983999999997","9961.5915659999991","10035.061030000001","10975.55493","11051.80949","11703.238289999999","12864.64494","13072.567010000001","13385.98632","14062.40322","14724.46106","15566.935160000001","16125.08027","16646.519130000001","17114.213479999999","17901.109369999998","18597.0","19437.686860000002","20396.580600000001","21141.190470000001","20712.304940000002","20995.087899999999","21079.66502","20564.290120000001","19342.66921","18859.667850000002","19159.13524","19463.818739999999","19848.196449999999","20291.176350000002","20722.637190000001","21102.686710000002","21519.760389999999","22135.435450000001","22764.47118","23406.938289999998","24063.590199999999","24732.250619999999","25413.728729999999","26107.322960000001","26812.646990000001","27529.276409999999","28255.584019999998","28992.129059999999","29738.773120000002","30494.60194","31258.96818","32029.345270000002","32806.095889999997","33588.318229999997","34375.244160000002","35167.185460000001","35963.446129999997","36766.641490000002","37577.974430000002","38398.291510000003","39229.518909999999","40070.707049999997","40925.371010000003","41794.477559999999","42620.128049999999","43460.308700000001"
"CZE","Czech Republic","GDP"," (billions) 2005 USD","92740.970000000001","93946.600000000006","95167.910000000003","96405.089999999997","97658.360000000001","98927.910000000003","100213.98","101516.75999999999","102836.47","104173.34","105527.60000000001","93274.050000000003","92793.520000000004","92851.759999999995","94912.220000000001","100554.82000000001","104604.60000000001","103840.09","103051.95","104432.33","108241.91","110900.73","113004.34","117075.09","122325.48","130052.0","138878.35999999999","147142.32999999999","151873.35999999999","145572.14000000001","148987.26999999999","151709.75","149962.22","149170.79699999999","152121.1231","158533.58100000001","162568.2905","166400.72260000001","170062.22659999999","173783.43700000001","177607.1525","181491.1306","187378.56280000001","193236.40770000001","199067.98250000001","204876.10980000001","210659.06510000001","216378.17370000001","222019.0116","227572.42300000001","233008.6764","238292.7732","243404.78779999999","248328.09539999999","253073.10879999999","257655.17980000001","262080.56","266349.94010000001","270501.8861","274604.88299999997","278701.32520000002","282826.2831","287001.83789999998","291256.64419999998","295638.92469999997","300151.32780000003","304792.16090000002","309586.94459999999","314533.3725","318813.72230000002","323156.06209999998"
"DNK","Denmark","GDP"," (billions) 2005 USD","152730.32999999999","151375.72","156998.0","161161.28","167874.56","174630.69","183273.42000000001","183804.70000000001","183542.60999999999","184594.16","187330.64000000001","189766.70000000001","193515.44","193342.03","204025.17000000001","210278.98000000001","216239.48000000001","223155.92000000001","227976.97","233814.19","242064.81","243771.09","244906.63","245846.47","251492.31","257676.0","267733.38","272551.44","269553.38","255509.64000000001","259970.84","262841.96999999997","261608.16","260975.64319999999","264271.89240000001","267335.34080000001","271606.95280000003","276470.96529999998","282001.26539999997","287932.38909999997","294002.63209999999","300211.38760000002","305938.63260000001","311895.53110000002","318059.94959999999","324439.21360000002","331017.39370000002","337770.14679999999","344694.71370000002","351773.84220000001","358989.77960000001","366385.64390000002","373956.00209999998","381684.86849999998","389556.29450000002","397553.24109999998","405685.86040000001","413971.08319999999","422386.88939999999","430930.51569999999","439631.85389999999","448471.41840000002","457438.82120000001","466520.03570000001","475700.20189999999","484967.08350000001","494308.81800000003","503715.49060000002","513187.83529999998","522829.68689999997","532654.57070000004"
"DJI","Djibouti","GDP"," (billions) 2005 USD","709.17999999999995","730.17999999999995","742.19000000000005","751.19000000000005","756.19000000000005","754.19000000000005","745.19000000000005","749.19000000000005","758.19000000000005","748.19000000000005","733.17999999999995","701.82000000000005","701.69000000000005","655.24000000000001","649.09000000000003","626.45000000000005","600.66999999999996","596.19000000000005","596.77999999999997","609.78999999999996","612.32000000000005","624.86000000000001","641.23000000000002","661.74000000000001","687.07000000000005","708.84000000000003","737.94000000000005","769.40999999999997","799.10000000000002","839.20000000000005","868.46000000000004","910.27999999999997","957.09000000000003","1004.950007","1065.2489860000001","1134.492356","1208.233367","1292.808961","1383.3047899999999","1480.1361979999999","1568.9467959999999","1663.081279","1718.4805960000001","1775.824204","1835.189873","1896.1498610000001","1959.2356070000001","2023.423117","2089.516032","2157.501389","2228.0272869999999","2300.0308450000002","2374.0046170000001","2449.8967560000001","2527.7202229999998","2607.786106","2689.8740509999998","2774.165524","2860.660527","2949.5146030000001","3040.5981320000001","3134.986954","3233.0440050000002","3334.8340929999999","3440.5905339999999","3550.2744419999999","3664.3654080000001","3782.4875360000001","3904.2390070000001","4028.777294","4155.8690829999996"
"DMA","Dominica","GDP"," (billions) 2005 USD","172.54020009999999","191.07735579999999","198.91538389999999","203.4640933","212.5154383","215.58171039999999","230.6065662","245.08268749999999","264.27873729999999","263.83243010000001","278.1280668","281.62952539999998","287.5387298","293.77249369999998","293.91547600000001","302.6568633","312.0715568","318.93508550000001","331.1857187","332.26732490000001","339.8051107","339.89750229999999","330.25663429999997","351.11703929999999","361.64615750000002","364.0","381.26351649999998","405.46549540000001","434.18702589999998","429.31175680000001","431.93103600000001","431.83465200000001","426.45333779999999","428.94011640000002","445.42613440000002","426.37906299999997","447.17326129999998","462.74901569999997","475.0786238","485.68124899999998","493.96535410000001","502.3468001","516.71881859999996","531.40272219999997","546.4001614","561.7287235","577.33760670000004","593.24569959999997","609.43662519999998","625.90136570000004","642.63001359999998","659.58458450000001","676.77813300000003","694.20742829999995","711.85112779999997","729.69412079999995","747.67742820000001","765.80951619999996","784.06933349999997","802.43894880000005","820.92564049999999","839.51316169999996","858.26256290000003","877.20192369999995","896.35100580000005","915.75477320000005","935.39105910000001","955.34191820000001","975.62991790000001","994.90350060000003","1014.516268"
"DOM","Dominican Republic","GDP"," (billions) 2005 USD","12552.18","13089.4","13311.75","13927.809999999999","14102.309999999999","13802.98","14289.120000000001","15734.809999999999","16074.040000000001","16781.389999999999","15866.08","16015.879999999999","17699.66","18978.040000000001","19415.150000000001","20481.740000000002","21942.369999999999","23698.700000000001","25360.119999999999","27063.139999999999","28594.0","29111.330000000002","30796.360000000001","30718.330000000002","31121.34","34004.040000000001","37632.660000000003","40821.879999999997","42985.440000000002","44470.160000000003","47917.040000000001","50073.309999999998","52827.339999999997","55351.354240000001","59414.574480000003","63573.542739999997","67006.647060000003","70022.021680000005","73173.099629999997","76465.96789","79907.019480000003","83502.640849999996","87918.324810000006","92520.563290000006","97318.817429999996","102317.0652","107455.3242","112798.48330000001","118345.9365","124086.7567","130024.9218","136081.90820000001","142328.92869999999","148765.20129999999","155399.41500000001","162243.97289999999","169213.2947","176390.96679999999","183783.098","191400.9086","199254.3192","207240.9676","215533.85200000001","224143.1666","233075.52830000001","242331.52350000001","251725.75109999999","261408.97339999999","271384.43550000002","281657.7867","292238.9572"
"ECU","Ecuador","GDP"," (billions) 2005 USD","21301.616109999999","22132.570059999998","22398.013490000001","21770.694189999998","22685.48042","23684.268370000002","24415.85051","22958.22163","25365.045719999998","25437.591659999998","26203.22755","27542.48342","28536.966919999999","29108.637149999999","30347.624609999999","31031.713159999999","31569.345969999998","32935.843280000001","34012.145219999999","32399.79809","32754.323710000001","34068.333910000001","35464.337480000002","36430.266960000001","39421.7886","41507.0","43334.926370000001","44284.125440000003","47099.529490000001","47366.017070000002","49035.51816","52893.980929999998","55878.664870000001","58422.354059999998","60569.315840000003","60581.161370000002","57856.922270000003","55376.606639999998","54889.292350000003","55212.32069","54929.706590000002","55494.781239999997","57082.473290000002","58704.619619999998","60361.402549999999","62054.764999999999","63779.094790000003","65536.478610000006","67325.107250000001","69143.984509999995","70992.015899999999","72865.005250000002","74764.394700000004","76689.827340000003","78638.945449999999","80610.079719999994","82596.714670000001","84599.785569999993","86616.96686","88646.277650000004","90688.521999999997","92741.90509","94813.171220000004","96905.422399999996","99020.841709999993","101164.3964","103333.6376","105537.63009999999","107778.8668","109908.0398","112074.683"
"EGY","Egypt","GDP"," (billions) 2005 USD","29080.189999999999","30172.459999999999","33161.699999999997","35616.040000000001","37785.599999999999","40280.220000000001","41346.269999999997","42387.959999999999","44634.82","46854.230000000003","49525.75","50060.050000000003","52278.709999999999","53795.209999999999","55932.580000000002","58529.230000000003","61449.089999999997","64823.339999999997","67439.850000000006","71557.369999999995","75398.570000000007","78064.089999999997","79914.580000000002","82476.720000000001","85841.479999999996","89685.720000000001","95827.880000000005","102607.45","109855.95","114990.61","120909.17999999999","122380.64","124524.75","127140.9618","129944.93520000001","135394.29939999999","139802.4086","145752.21840000001","152363.70389999999","159746.83749999999","167630.96890000001","176073.6202","186078.39660000001","196632.12289999999","207776.52239999999","219539.26250000001","231499.56419999999","243987.78510000001","257090.13370000001","270799.84179999999","285140.8665","299781.50660000002","314983.68530000001","330782.90999999997","347173.212","364167.33659999998","381136.58059999999","398612.7377","416626.69050000003","435185.14140000002","454283.2182","473598.62589999998","493593.40519999998","514329.53519999998","535857.6594","558197.7781","580662.33319999999","603810.68689999997","627714.61250000005","652420.73849999998","678005.89170000004"
"SLV","El Salvador","GDP"," (billions) 2005 USD","9581.0867849999995","9031.0125599999992","8461.9696750000003","8591.8245210000005","8707.7812520000007","8760.4283439999999","8777.6121810000004","8997.2735310000007","9167.2760569999991","9256.1820090000001","9702.1008500000007","10048.906279999999","10807.41237","11603.3346","12305.960789999999","13093.17648","13316.39877","13881.570589999999","14401.148230000001","14898.65163","15218.947190000001","15479.399460000001","15841.74906","16206.13329","16505.39142","17094.0","17762.736540000002","18444.58988","18679.518120000001","18094.301579999999","18341.002639999999","18747.824189999999","19100.822349999999","19453.403419999999","19833.25705","20309.23431","20816.612929999999","21358.297320000001","21848.950130000001","22286.287400000001","22732.038400000001","23186.788130000001","23850.156439999999","24527.920409999999","25220.156220000001","25927.675650000001","26648.133839999999","27382.40264","28129.726119999999","28889.68806","29661.831160000002","30444.402180000001","31238.003659999998","32042.486489999999","32856.865570000002","33680.443420000003","34510.497750000002","35347.41934","36190.236530000002","37038.121650000001","37891.410660000001","38749.353649999997","39614.768519999998","40488.951350000003","41372.814270000003","42268.432679999998","43174.783439999999","44095.65393","45032.085789999997","45921.69528","46826.960509999997"
"GNQ","Equatorial Guinea","GDP"," (billions) 2005 USD","72.035849319999997","76.191978710000001","77.869998859999995","81.767350719999996","82.595241659999999","93.254168469999996","91.079988130000004","95.11993622","97.646045830000006","96.447957599999995","98.892827060000002","97.659719690000003","129.891164","143.4803679","167.59337980000001","196.48204849999999","323.34332110000003","800.84067049999999","991.23226239999997","1245.610878","2433.192552","4046.7671620000001","4843.37806","5514.8854540000002","7590.5266629999996","8217.0","7957.004089","8931.9458259999992","9816.8819650000005","9371.7797879999998","9013.3108400000001","9191.3190990000003","9719.6001410000008","9087.0656400000007","9061.2456710000006","7956.3356000000003","7369.4605730000003","7227.7466899999999","7107.8048680000002","6990.0813989999997","6867.9154070000004","6795.1442340000003","6989.551641","7188.1778539999996","7391.0452009999999","7598.3915820000002","7809.5298080000002","8024.7153840000001","8243.7267819999997","8466.4420190000001","8692.7270779999999","8922.0681519999998","9154.6418290000001","9390.4044040000008","9629.0671820000007","9870.4257629999993","10113.682349999999","10358.95146","10605.948340000001","10854.43044","11104.4962","11355.925869999999","11609.545249999999","11865.734179999999","12124.759959999999","12387.23083","12652.84692","12922.71818","13197.149880000001","13457.859759999999","13723.157730000001"
"ERI","Eritrea","GDP"," (billions) 2005 USD","null","null","null","null","null","null","null","null","null","null","null","null","597.08759840000005","674.07177879999995","760.72375290000002","919.88333709999995","941.25938269999995","1027.316908","1108.495995","1130.355235","1132.4539150000001","992.51922339999999","1079.4048029999999","1111.8181770000001","1082.318297","1098.0","1087.41275","1102.9096239999999","994.98701559999995","1033.5908280000001","1056.2425390000001","1147.920439","1228.4926680000001","1265.983962","1329.110606","1392.583271","1443.6475720000001","1490.5535359999999","1544.997515","1600.710957","1661.2712550000001","1726.8123109999999","1776.215987","1826.6917639999999","1878.245318","1930.9371040000001","1984.59249","2039.2764070000001","2094.932558","2151.5299460000001","2209.0345130000001","2267.3156880000001","2326.4183459999999","2386.331381","2446.9814289999999","2508.3165469999999","2570.1339939999998","2632.4628720000001","2695.2308189999999","2758.3761960000002","2821.9240220000002","2885.8184470000001","2950.2693340000001","3015.3732049999999","3081.1979919999999","3147.8982559999999","3215.3978010000001","3283.9786880000001","3353.718492","3419.9712479999998","3487.3899500000002"
"EST","Estonia","GDP"," (billions) 2005 USD","8475.3400000000001","8596.5499999999993","9086.5599999999995","9422.75","9686.6100000000006","9735.0300000000007","9842.3600000000006","10187.360000000001","10478.6","10800.0","10037.139999999999","9234.1800000000003","7279.4300000000003","6861.5600000000004","6748.8599999999997","6894.3000000000002","7286.5100000000002","8141.9499999999998","8689.3299999999999","8663.2700000000004","9527.3400000000001","10257.379999999999","11059.49","11846.59","12739.139999999999","13905.559999999999","15348.530000000001","16320.540000000001","15727.15","13541.24","13961.690000000001","15118.059999999999","15605.52","15850.302900000001","16311.125309999999","16485.141469999999","16848.38279","17319.57762","17879.278429999998","18464.137839999999","19089.753980000001","19740.091270000001","20291.104319999999","20833.907029999998","21364.019420000001","21883.884559999999","22397.974819999999","22911.032609999998","23423.982629999999","23941.601279999999","24465.025010000001","24994.82674","25528.695179999999","26067.529139999999","26611.896769999999","27164.211579999999","27724.430990000001","28292.341489999999","28864.849340000001","29440.95911","30018.71846","30596.99034","31175.58509","31751.990870000001","32325.015930000001","32892.866419999998","33456.52893","34015.199520000002","34571.922680000003","35084.650690000002","35592.397290000001"
"ETH","Ethiopia","GDP"," (billions) 2005 USD","5669.0500000000002","5669.0500000000002","5720.9799999999996","6192.1099999999997","6015.7600000000002","5345.3500000000004","5861.7799999999997","6674.1999999999998","6707.8000000000002","6683.5900000000001","6865.8100000000004","6375.7799999999997","5822.8199999999997","6588.1099999999997","6798.2799999999997","7214.8500000000004","8111.3599999999997","8365.5699999999997","8076.2700000000004","8493.2000000000007","9008.9799999999996","9756.8600000000006","9904.6499999999996","9690.6000000000004","11005.84","12306.610000000001","13642.75","15157.42","16873.110000000001","18565.48","20052.200000000001","21563.130000000001","22753.849999999999","25016.135330000001","27596.575250000002","30411.318299999999","31764.968519999999","33984.447","36530.76874","39286.537100000001","42250.043810000003","45348.275690000002","48406.194949999997","51648.807139999997","55095.835480000002","58751.529060000001","62574.984929999999","66601.980850000007","70860.825809999995","75352.209749999995","80102.908479999998","85006.70577","90160.323120000001","95572.926720000003","101257.7019","107239.56269999999","113426.2121","119911.74310000001","126718.4964","133874.68229999999","141394.94279999999","149251.45060000001","157561.1433","166355.67009999999","175663.7231","185500.59039999999","195721.6716","206466.67180000001","217750.10140000001","229560.74650000001","241907.58689999999"
"FJI","Fiji","GDP"," (billions) 2005 USD","1844.76","1961.53","1844.26","1771.23","1919.8900000000001","1831.3199999999999","1973.24","1842.71","1860.3199999999999","1998.7","2114.6300000000001","2057.5300000000002","2183.04","2229.54","2343.25","2401.8299999999999","2517.1199999999999","2461.7399999999998","2493.75","2713.1999999999998","2667.0700000000002","2720.4099999999999","2807.4699999999998","2835.54","2985.8200000000002","3006.73","3114.9699999999998","2909.3800000000001","2915.1999999999998","2878.1500000000001","2887.27","2931.9099999999999","2983.25","3124.4619160000002","3289.647954","3431.0013279999998","3516.9310839999998","3654.0033560000002","3796.4577629999999","3933.1326709999998","4074.88112","4221.5990270000002","4325.779912","4431.9221960000004","4540.6607819999999","4652.3017849999997","4768.8632909999997","4888.9961300000004","5012.3034879999996","5138.0144090000003","5265.992843","5402.474451","5542.0738890000002","5684.0428780000002","5828.0186160000003","5973.9444160000003","6127.3870209999995","6283.7547180000001","6442.730055","6604.41507","6768.9231380000001","6943.0908120000004","7122.9726190000001","7308.9540360000001","7501.6926409999996","7701.5172249999996","7912.8380999999999","8131.5964169999997","8357.7581640000008","8591.3573539999998","8832.5867249999992"
"FIN","Finland","GDP"," (billions) 2005 USD","105605.91","106946.73","110181.16","113428.66","116881.34","120715.61","123886.00999999999","128293.98","134837.34","142138.67000000001","142256.29999999999","133373.69","128392.0","127210.62","131759.73000000001","136932.22","141988.38","150637.06","158449.38","164609.81","172858.60999999999","177415.56","180329.82999999999","183530.28","190371.59","195778.0","205280.04999999999","214311.64000000001","216240.44","198450.32999999999","205681.88","211394.64000000001","210952.88","209354.75020000001","207891.60269999999","208788.35519999999","210692.2169","212941.42980000001","215775.37580000001","219049.95209999999","222591.38250000001","226166.1845","231241.85320000001","236235.8829","241173.88579999999","246081.92939999999","250981.70499999999","255881.63020000001","260794.7905","265724.03970000002","270666.64409999998","275619.04820000002","280581.15149999998","285544.5037","290496.52779999998","295435.61180000001","300357.55989999999","305257.63789999997","310138.6471","315004.92019999999","319857.17019999999","324710.17879999999","329570.93890000001","334441.50099999999","339327.6372","344234.33100000001","349154.91889999999","354103.7746","359097.8774","364008.05940000003","368973.33730000001"
"FRA","France","GDP"," (billions) 2005 USD","1275617.25","1287383.0","1318697.8799999999","1334455.25","1354265.3799999999","1377406.6299999999","1411179.1299999999","1446249.25","1512748.6299999999","1575737.0","1617390.75","1633815.0","1656142.5","1641011.0","1677366.25","1712877.25","1731895.1299999999","1770648.8799999999","1832676.3799999999","1893169.3799999999","1967197.1299999999","2003677.1299999999","2024245.25","2046257.0","2096804.75","2136560.0","2182942.25","2230374.0","2239295.75","2187791.75","2218071.0","2255778.75","2256310.0","2271114.253","2275199.5290000001","2301059.142","2327353.2429999998","2357497.3149999999","2392541.4339999999","2433997.0869999998","2477474.5290000001","2523340.3450000002","2587035.8139999998","2652238.7390000001","2718656.1159999999","2785283.804","2851717.4449999998","2917659.9049999998","2982947.4079999998","3047466.844","3111137.9929999998","3174003.068","3236011.4470000002","3297171.0109999999","3357500.878","3417019.9509999999","3475889.2790000001","3534313.9449999998","3592404.6639999999","3650226.5669999998","3707904.8509999998","3765601.841","3823468.003","3881643.3160000001","3940158.0639999998","3999306.7829999998","4059206.23","4119998.4389999998","4181670.122","4232805.6050000004","4284876.517"
"GAB","Gabon","GDP"," (billions) 2005 USD","5639.5900000000001","5926.9399999999996","5743.3500000000004","6065.46","6520.8999999999996","6368.7700000000004","6317.6000000000004","5234.3800000000001","5906.75","6411.5","6744.3999999999996","7156.6499999999996","6935.5","7209.2200000000003","7476.8800000000001","7848.7700000000004","8133.29","8600.0","8899.1000000000004","8104.1800000000003","7951.5799999999999","8121.0799999999999","8099.3800000000001","8299.8600000000006","8411.5799999999999","8665.7399999999998","8768.1000000000004","9255.0200000000004","9445.5699999999997","9312.2000000000007","9846.9099999999999","10396.66","10740.68","11346.299069999999","11835.854219999999","12310.85403","12702.61961","13274.349679999999","13898.0602","14583.035389999999","15307.525809999999","16060.22133","16314.69262","16565.158370000001","16807.91287","17060.62124","17331.75027","17611.669880000001","17896.974170000001","18186.75171","18452.831849999999","18771.727459999998","19072.61016","19378.313890000001","19689.234410000001","19994.410469999999","20330.119719999999","20661.21182","20998.935829999999","21337.775160000001","21683.102490000001","22053.074639999999","22429.486830000002","22817.99957","23213.192190000002","23614.644950000002","24047.650290000001","24487.851190000001","24934.024420000002","25390.427339999998","25850.859779999999"
"GMB","The Gambia","GDP"," (billions) 2005 USD","262.10000000000002","270.80000000000001","268.73000000000002","297.98000000000002","308.50999999999999","306.00999999999999","318.52999999999997","326.33999999999997","340.94999999999999","361.06","373.91000000000003","385.51999999999998","398.55000000000001","410.55000000000001","411.19","414.81","424.04000000000002","444.81","460.38","489.85000000000002","516.78999999999996","546.75999999999999","528.99000000000001","565.33000000000004","605.19000000000005","636.12","677.77999999999997","720.51999999999998","762.96000000000004","813.79999999999995","863.59000000000003","911.04999999999995","960.86000000000001","1006.879593","1004.672458","1048.6286560000001","1072.8693740000001","1108.4652840000001","1161.146581","1220.9769220000001","1287.529661","1357.7371310000001","1450.7432080000001","1550.2765690000001","1657.040986","1771.237537","1890.5538300000001","2017.3873289999999","2152.7666210000002","2296.8618489999999","2450.647465","2609.0191960000002","2776.9653079999998","2954.9884969999998","3143.6919939999998","3344.0347849999998","3550.8661929999998","3769.7467820000002","4001.6200709999998","4247.584253","4508.3740330000001","4780.7103020000004","5071.2363509999996","5381.5221300000003","5713.1143910000001","6067.0881230000005","6435.5935719999998","6827.1069269999998","7242.7882499999996","7682.9004889999997","8148.4103619999996"
"GEO","Georgia","GDP"," (billions) 2005 USD","12475.83","13132.98","13395.84","13972.120000000001","14730.370000000001","15458.299999999999","14194.540000000001","14376.52","15175.209999999999","14083.33","12000.65","9468.5100000000002","5217.1499999999996","3688.5300000000002","3304.9200000000001","3390.8499999999999","3770.6199999999999","4167.2600000000002","4296.6499999999996","4419.9300000000003","4501.1800000000003","4717.4799999999996","4975.71","5525.9300000000003","5849.6000000000004","6411.1400000000003","7012.7200000000003","7884.3800000000001","8042.0699999999997","7736.79","8230.1700000000001","8686.8600000000006","9142.8400000000001","9452.4551339999998","9889.4786469999999","10162.167240000001","10412.13601","10882.32501","11430.442230000001","11996.28426","12597.79861","13229.275229999999","14088.543949999999","15004.23511","15980.257869999999","17019.853029999998","18059.642479999999","19161.924050000001","20332.612010000001","21575.506710000001","22897.33843","24207.450440000001","25592.481500000002","27053.115539999999","28588.536499999998","30199.614839999998","31812.783759999998","33502.682529999998","35272.24886","37127.303749999999","39073.660400000001","41048.865550000002","43135.94412","45339.25604","47664.171520000004","50115.190390000003","52787.026189999997","55611.334690000003","58594.776239999999","61740.6849","65056.303870000003"
"DEU","Germany","GDP"," (billions) 2005 USD","1734521.0","1743700.75","1736815.75","1764125.75","1813926.0","1856152.8799999999","1898609.5","1925230.8799999999","1996603.75","2074402.5","2183412.5","2294947.0","2346029.5","2327209.5","2389046.25","2434213.75","2458410.75","2502771.75","2553585.25","2604936.75","2688550.75","2721888.5","2721888.5","2715973.75","2744741.5","2766250.0","2845562.0","2916271.0","2954182.5","2812381.75","2912558.75","3002723.75","3028709.25","3041004.344","3089057.9900000002","3133862.1510000001","3179481.537","3231099.6260000002","3274979.3110000002","3318877.6460000002","3360959.9369999999","3401644.0630000001","3440106.04","3478250.2620000001","3516437.9819999998","3554905.4720000001","3593814.2089999998","3633078.7680000002","3672960.4380000001","3713767.2599999998","3755610.8199999998","3798752.696","3843238.5860000001","3889261.8020000001","3937006.781","3986331.1329999999","4037492.6179999998","4090330.0249999999","4144313.7400000002","4199360.9869999997","4255218.5089999996","4311906.0360000003","4369434.8679999998","4427777.4869999997","4486750.7860000003","4546693.1179999998","4607549.0420000004","4669451.659","4732226.8990000002","4769504.2429999998","4807109.0690000001"
"GHA","Ghana","GDP"," (billions) 2005 USD","4446.8800000000001","4291.1000000000004","3994.0","3811.7199999999998","4141.3400000000001","4352.21","4578.4799999999996","4798.0200000000004","5068.0600000000004","5325.8100000000004","5503.1000000000004","5793.7600000000002","6018.5299999999997","6310.4300000000003","6518.6700000000001","6786.75","7099.1000000000004","7397.0100000000002","7744.6899999999996","8085.46","8384.6200000000008","8720.0100000000002","9112.4099999999999","9586.25","10123.08","10720.35","11406.450000000001","12102.24","12852.58","13365.66","14397.219999999999","16345.16","17531.169999999998","18813.261689999999","19563.031350000001","20245.51684","21163.14228","22791.46675","24144.170880000001","25633.886439999998","27005.77924","28236.597539999999","29719.78011","31288.12182","32946.267529999997","34691.614529999999","36480.717329999999","38347.961920000002","40308.824520000002","42362.754529999998","44522.855689999997","46726.792730000001","49025.508979999999","51422.167759999997","53921.23373","56533.378069999999","59212.162170000003","62003.674279999999","64915.272080000002","67957.156270000007","71133.761480000001","74432.494529999996","77904.98947","81564.039699999994","85423.139330000005","89489.826260000002","93717.982220000005","98154.716509999998","102807.1866","107672.96000000001","112759.29429999999"
"GRC","Greece","GDP"," (billions) 2005 USD","143640.85999999999","141409.06","139807.34","138299.38","141080.01999999999","144620.47","145369.06","142085.38","148177.84","153808.54999999999","153808.54999999999","158576.72","159686.64000000001","157131.76999999999","160274.31","163639.64000000001","167498.91","173591.95000000001","179430.92000000001","185566.35999999999","193874.98000000001","202582.78","210491.07999999999","221090.67000000001","231211.14000000001","240076.0","250146.25","260159.01999999999","267703.63","261442.04999999999","250058.84","232292.57999999999","217418.92000000001","210465.28750000001","211842.92420000001","211350.70610000001","210133.75450000001","215727.88080000001","222426.5626","228636.7457","234034.65900000001","237622.4547","244649.0117","251604.14360000001","258500.6378","265460.49050000001","272417.49229999998","279338.15100000001","286243.66590000002","293125.67979999998","299939.63370000001","306634.77240000002","313055.549","319158.3947","324910.45260000002","330367.32789999997","335517.68469999998","340400.0086","345009.09080000001","349401.1153","353602.5661","357646.5955","361574.60969999997","365422.48259999999","369180.69160000002","372942.59139999998","376712.98999999999","380521.01919999998","384369.89840000001","387781.44799999997","391325.19420000003"
"GRD","Grenada","GDP"," (billions) 2005 USD","251.3653434","254.98122280000001","265.92841809999999","274.52839949999998","285.34751840000001","302.47416759999999","324.3176095","354.38016979999998","364.32462870000001","378.227486","394.2191411","399.734556","396.30376080000002","388.52483549999999","395.98658369999998","404.64701200000002","422.47824109999999","443.13246789999999","495.44496939999999","529.83263050000005","556.78841109999996","545.48804929999994","564.35395970000002","617.8263475","613.86976400000003","695.0","667.25665160000005","708.1493954","714.96977819999995","667.58541649999995","664.39405139999997","669.28523540000003","661.75647489999994","677.24280659999999","715.76441910000005","748.61631969999996","770.78877739999996","789.88182979999999","809.76226240000005","829.79039279999995","850.68426680000005","871.87167020000004","896.81570450000004","922.30104549999999","948.33055809999996","974.93476680000003","1002.0255","1029.63554","1057.736465","1086.312621","1115.3468150000001","1144.773119","1174.6141929999999","1204.8644280000001","1235.4867819999999","1266.4550300000001","1297.6668070000001","1329.1368070000001","1360.8284940000001","1392.710746","1424.7961949999999","1457.056644","1489.5980509999999","1522.469151","1555.7042429999999","1589.381367","1623.4620480000001","1658.088702","1693.300497","1726.7516720000001","1760.7915350000001"
"GTM","Guatemala","GDP"," (billions) 2005 USD","14356.889999999999","14449.76","13939.67","13581.129999999999","13648.59","13565.42","13584.83","14066.27","14613.780000000001","15189.950000000001","15661.219999999999","16234.15","17019.610000000001","17687.990000000002","18401.48","19312.09","19883.299999999999","20751.02","21787.23","22625.400000000001","23441.919999999998","23988.709999999999","24916.27","25546.869999999999","26352.110000000001","27211.23","28675.139999999999","30472.700000000001","31700.259999999998","31873.66","32754.330000000002","33686.519999999997","34695.43","35978.341050000003","37507.309710000001","39007.644650000002","40567.852270000003","42150.070419999996","43709.57043","45370.670460000001","47139.97438","49025.60858","51205.668890000001","53473.944960000001","55838.371359999997","58301.901599999997","60902.492830000003","63611.643069999998","66431.155629999994","69357.687080000003","72395.584849999999","75572.600359999997","78866.928220000002","82277.242759999994","85808.047380000004","89466.340849999993","93293.560219999999","97263.299230000004","101377.28320000001","105645.2013","110076.1382","114752.7341","119658.7105","124803.85400000001","130199.7448","135852.85519999999","141796.77549999999","148010.54829999999","154493.02340000001","161240.75020000001","168254.83009999999"
