"ISO3","SC","Year","localroad_invest_billion","mainroad_invest_billion","main_road","local_rd","CarVKM","OM_road"
"ITA","BAU",2015,0.802107962169578,29.9521233966216,32618.9425,354392.027295335,117723013838.868,5513471196.36564
"JPN","BAU",2015,35.350863799266,80.3292889962456,120695.3725,1815148.688,1074889158281.6,28893087519.7308
"KOR","BAU",2015,6.42791675138692,37.8678713805207,28118.88875,138840.06,224112711988.911,2954302001.47787
"MEX","BAU",2015,31.860131227659,18.4811317155944,30258.91125,612498.6816,151449343817.12,5897327047.33721
"IRN","BAU",2015,8.37507727873022,9.30245642425905,15176.27625,237599.18,111176592707.945,2000123809.89895
"IRQ","BAU",2015,11.2314661229034,3.80971002893152,4522.39125,88756.8396,18435935779.0788,1000062559.03672
"SAU","BAU",2015,10.4687750052097,8.20147187748715,10779.9625,120019.172,61154719111.7708,1418596543.15963
"SYR","BAU",2015,0.662868855764924,3.23662384435571,3296.175,9659.18339374102,11106293966.1116,230129813.181522
"JOR","BAU",2015,0.415680077933178,0.888674915193794,1374.00125,6363.89586243053,2560453376.91966,107906217.985666
"LBN","BAU",2015,1.48093829363723,0.586536384563695,859.89,21411.0624,6152657886.24986,232385838.403378
"KWT","BAU",2015,2.25026173858936,4.08220101742798,4955.24125,22779.488,13955151510.0518,368090909.113356
"QAT","BAU",2015,1.46206322292241,1.05026783420346,677.56,8251.356,5624861223.66428,101849977.518841
"ARE","BAU",2015,2.70513337821518,4.16542131926672,3181.4425,24478.748,18448795591.8497,350756978.168684
"OMN","BAU",2015,0.837340396603958,1.89595812227544,2408.695,8474.488,3025907761.28747,154920299.752118
"YEM","BAU",2015,0,0.402987710527743,581.0075,9013.61591191854,3861579302.206,106935322.722644
"BHR","BAU",2015,1.01676042414129,0.465075412181503,397.97,7671.824,1044706498.40409,80511708.6279143
"NOR","BAU",2015,0.0935036091264287,0.288880028639335,235.735,1610.756,1366309460.7354,31702516.5752078
"TUR","BAU",2015,31.9217043618435,14.463772328507,11983.08875,273225.1496,44914621565.5544,3581167283.04794
"CHE","BAU",2015,0.845113561565525,2.11215837766943,3423.7875,23776.208,5380254146.23566,429539736.925368
"AFG","BAU",2015,1.17597779229907,0.100222713368921,150.8975,12342.3325176667,1266910004.51707,96186639.3499728
"PAK","BAU",2015,3.42695544517421,2.78221541932192,4394.1675,51435.7821972517,31309197863.6348,470493475.725022
"BGD","BAU",2015,1.99422120789091,0.275363993129017,458.21875,20613.064803665,15257718058.5834,158701063.001066
