"SC","Year","ISO3","POP","GCAP","carPKM","motorPKM","ptPKM","walkPKM","cyclePKM"
"BAU",2015,"RUS",54529,11467.5121611333,200977278153.669,7642044940.46342,103372903178.777,2720077535.61535,3947750079.89648
"ROG",2015,"RUS",54529,11467.5121611333,182491074428.556,8679153102.66129,109630541324.724,3092676628.98235,4493826380.9395
"LUT",2015,"RUS",54529,11467.5121611333,182491074428.556,8679153102.66129,109630541324.724,3092676628.98235,4493826380.9395
"BAU",2020,"RUS",54823,11821.8773170593,197504719522.816,8150617462.18234,110508163836.863,2898614729.57982,4215173134.27194
"ROG",2020,"RUS",54823,11821.8773170593,169550289469.607,9714936063.51822,119899925618.033,3465187578.53159,5044333119.27124
"LUT",2020,"RUS",54823,11821.8773170593,169550289469.607,9714936063.51822,119899925618.033,3465187578.53159,5044333119.27124
"BAU",2025,"RUS",54726,13578.7418185543,200366925803.072,8178916648.77537,111831419496.195,2906677143.6723,4273390504.5089
"ROG",2025,"RUS",54726,13578.7418185543,129896445074.891,10686291623.7491,151972075603.309,3816637721.37701,5614623887.85932
"LUT",2025,"RUS",54726,13578.7418185543,127860701274.205,10615028539.1733,155757802186.643,3791234033.78377,5577558987.75013
"BAU",2030,"RUS",54503,15673.7564638537,202169998542.126,8321164608.42093,113688416260.261,2952287177.70084,4398280175.96177
"ROG",2030,"RUS",54503,15673.7564638537,113191836519.1,10134577230.3236,179601623891.652,3616519694.6792,5388401962.62825
"LUT",2030,"RUS",54503,15673.7564638537,110120039727.91,10024076874.8207,186711777140.54,3575233021.647,5326204362.90535
"BAU",2035,"RUS",55733,17235.6920323957,212832253995.966,8658700497.65069,118182802640.692,3079404133.58393,4633225060.05684
"ROG",2035,"RUS",55733,17235.6920323957,111298644107.889,9799940715.00049,205328672039.569,3504104654.70629,5265843089.13728
"LUT",2035,"RUS",55733,17235.6920323957,103964703837.827,9449107259.94197,212040510400.439,3353754910.73731,5046232081.70062
"BAU",2040,"RUS",57034,17939.293735374,220146840649.674,9056492918.5976,123531123518.782,3232654641.86635,4885611757.82829
"ROG",2040,"RUS",57034,17939.293735374,110357670899.464,9850843770.66874,223307730856.29,3540455443.53948,5337164858.46851
"LUT",2040,"RUS",57034,17939.293735374,100077409152.632,9290791380.01991,228305974797.766,3288678753.05372,4970922746.04558
"BAU",2045,"RUS",58372,18260.1528188109,227807050545.179,9368450310.50499,127690005833.183,3357195867.40386,5084314940.63117
"ROG",2045,"RUS",58372,18260.1528188109,112364001936.284,9960302165.43784,235332687238.39,3599721104.08148,5430868116.12744
"LUT",2045,"RUS",58372,18260.1528188109,98936710066.3869,9240978457.41621,238623384449.507,3264519887.94004,4944929934.17488
"BAU",2050,"RUS",59683,19077.317561126,235207114091.145,9786584445.7193,133302363515.771,3515159025.28698,5351814015.34921
"ROG",2050,"RUS",59683,19077.317561126,110954607559.524,9940359879.93233,254772001219.133,3607917957.62028,5462190317.16502
"LUT",2050,"RUS",59683,19077.317561126,94510625050.1688,9053475994.23967,256300536759.934,3187980013.20718,4852901760.75229
"BAU",2015,"CHN",496605,12735.0695406102,1352763843389.73,798090866279.843,1471049787189.41,49995420716.8814,74040475950.1427
"ROG",2015,"CHN",496605,12735.0695406102,1416850229577.69,779429623786.213,1436828299719.26,48819636458.3022,72303933806.0407
"LUT",2015,"CHN",496605,12735.0695406102,1416850229577.69,779429623786.213,1436828299719.26,48819636458.3022,72303933806.0407
"BAU",2020,"CHN",565157,16310.6363101848,1813865725818.13,945249609445.121,1741265043388.08,58500844877.2167,88751160949.401
"ROG",2020,"CHN",565157,16310.6363101848,1721236108548.02,972051397119.29,1746697744444.16,60183244551.0472,91314999102.9897
"LUT",2020,"CHN",565157,16310.6363101848,1721236108548.02,972051397119.29,1746697744444.16,60183244551.0472,91314999102.9897
"BAU",2025,"CHN",619567,19442.0894901742,2350305958850.1,1029602963248.29,1899237829165.53,62906131540.0882,97495654437.0002
"ROG",2025,"CHN",619567,19442.0894901742,1806285175490.82,1059928624925.04,2341237914996.39,64969129619.1587,100582686572.528
"LUT",2025,"CHN",619567,19442.0894901742,1718355343366.71,1028718096925.17,2340016131730.1,62254232655.492,96622943319.0788
"BAU",2030,"CHN",657978,22549.3327308676,2649724864886.43,1133316674880.19,2096912114776.83,68390312329.6903,108331027041.272
"ROG",2030,"CHN",657978,22549.3327308676,1762078464046.7,1109104008853.81,3049168407531.47,67383393682.7003,106430445973.507
"LUT",2030,"CHN",657978,22549.3327308676,1614934395435.9,1051866933819.38,3043489158981.33,62508673067.3153,99189057606.2647
"BAU",2035,"CHN",684433,26273.2747315674,2937602411621.72,1211802954437.01,2239191595695.58,72099737149.5984,117357266451.946
"ROG",2035,"CHN",684433,26273.2747315674,1803201104961.01,1073047465943.93,3791486203331.6,64591235225.4993,104512810677.794
"LUT",2035,"CHN",684433,26273.2747315674,1595905785664.37,993388419183.411,3794594687641.52,58033791849.1198,94576047432.923
"BAU",2040,"CHN",703859,30322.4269252272,3152374336268.73,1297764426495.48,2395428984346.04,75909690302.16,127346493078.463
"ROG",2040,"CHN",703859,30322.4269252272,1769425917022.88,1027670812634.36,4597154125496.89,61203312058.2705,101611954580.714
"LUT",2040,"CHN",703859,30322.4269252272,1516075458389.41,929174248827.333,4600399114612.25,53329688329.2779,89417229996.3969
"BAU",2045,"CHN",720068,33969.0928964492,3356479721131.29,1371371741694.85,2528288292486.64,78879331817.8182,136058281043.117
"ROG",2045,"CHN",720068,33969.0928964492,1750388111977,983793629219.139,5306579022968.36,58020300785.3695,98524332559.1264
"LUT",2045,"CHN",720068,33969.0928964492,1457695691261.04,871489932809.353,5296412677646.61,49202477050.2002,84606467215.5074
"BAU",2050,"CHN",733268,36983.1079568446,3486637465927.11,1444985342344.33,2659141773675.47,81913599959.8981,144667702157.212
"ROG",2050,"CHN",733268,36983.1079568446,1688037778506.55,955782258973.765,5931221908480.53,55967127219.3343,96747547020.4599
"LUT",2050,"CHN",733268,36983.1079568446,1367729322370.33,829446214580.606,5907176484986.37,46203640342.0964,81115937163.9635
"BAU",2015,"KAZ",5255,19320.1635823054,12692032202.2446,543760957.687217,7079691133.37219,206409645.007701,307181111.364998
"ROG",2015,"KAZ",5255,19320.1635823054,12449549907.7749,556807610.065512,7154750070.04105,211481148.205,314727568.615653
"LUT",2015,"KAZ",5255,19320.1635823054,12449549907.7749,556807610.065512,7154750070.04105,211481148.205,314727568.615653
"BAU",2020,"KAZ",5544,20010.5459026851,14033907918.2426,622950514.216633,8142912261.26657,238874265.605964,356564790.196747
"ROG",2020,"KAZ",5544,20010.5459026851,13269301856.7212,665017604.676489,8367776618.49852,255439408.772527,381273211.270634
"LUT",2020,"KAZ",5544,20010.5459026851,13269301856.7212,665017604.676489,8367776618.49852,255439408.772527,381273211.270634
"BAU",2025,"KAZ",5829,24658.6472354502,16662294855.1196,669402637.833126,8764072701.56543,256447762.002144,391775657.504341
"ROG",2025,"KAZ",5829,24658.6472354502,11949076875.9704,779129155.074916,12066510142.5321,299601181.921671,457145617.35523
"LUT",2025,"KAZ",5829,24658.6472354502,10597492487.8515,738063818.924015,12464144112.3092,278439073.16164,425845751.315166
"BAU",2030,"KAZ",6135,30491.4076372722,19577200607.9804,746866469.371675,9794258163.89281,284194076.151028,447075925.918254
"ROG",2030,"KAZ",6135,30491.4076372722,12036135544.012,790882519.041189,16749017253.6808,302242967.911548,474161499.45053
"LUT",2030,"KAZ",6135,30491.4076372722,9763849308.9646,709388593.988345,16835047132.8244,261122303.072768,411365420.106903
"BAU",2035,"KAZ",6642,36901.3560817297,23974771606.3987,880355233.767114,11570280861.6605,331824851.741049,539095994.976589
"ROG",2035,"KAZ",6642,36901.3560817297,13182388128.5119,813151266.880038,23168458096.3464,308167636.703643,498243436.074879
"LUT",2035,"KAZ",6642,36901.3560817297,9452587278.30986,681026054.646798,22235859332.5459,242239809.989529,394300488.562346
"BAU",2040,"KAZ",7194,43700.7033207203,28813172108.0401,1052158904.21088,13862209330.068,390481946.749414,656576131.630899
"ROG",2040,"KAZ",7194,43700.7033207203,13906286637.7653,844584941.448122,31306066524.2875,315911140.754604,527159251.216764
"LUT",2040,"KAZ",7194,43700.7033207203,8663094572.79591,639002811.2415,29028701762.1709,218422417.20184,368783181.04736
"BAU",2045,"KAZ",7763,51080.2405291247,34363836906.7579,1242054692.34262,16410319034.6412,450867491.905818,787170040.053673
"ROG",2045,"KAZ",7763,51080.2405291247,14480979240.4922,865367236.712806,40866545671.1062,317674958.178532,548518887.089577
"LUT",2045,"KAZ",7763,51080.2405291247,8114891622.54667,607842095.433808,35985291445.3987,199462309.30515,349743484.725811
"BAU",2050,"KAZ",8331,59343.7502815561,40395877103.0385,1466808072.96621,19437153120.9095,517399484.185265,942414752.36517
"ROG",2050,"KAZ",8331,59343.7502815561,14551347747.3176,877830560.515457,52335035734.1969,314540932.689789,564135891.358989
"LUT",2050,"KAZ",8331,59343.7502815561,7109812249.31038,554844657.522598,44337553228.5495,173882130.359633,317612974.379986
"BAU",2015,"TKM",1056,13606.3797993812,3542962126.70463,105472397.006916,1263608971.05756,45370044.687195,65391227.2908256
"ROG",2015,"TKM",1056,13606.3797993812,3491954291.86791,108258682.113541,1275392307.06439,46595016.7373537,67165358.678994
"LUT",2015,"TKM",1056,13606.3797993812,3491954291.86791,108258682.113541,1275392307.06439,46595016.7373537,67165358.678994
"BAU",2020,"TKM",1155,18840.8228149942,4769829930.57586,99378444.5595686,1185111165.12355,42688410.3275811,63191978.9914058
"ROG",2020,"TKM",1155,18840.8228149942,4689835515.85832,103780255.893264,1203336745.89349,44604312.8679583,66046474.8256784
"LUT",2020,"TKM",1155,18840.8228149942,4689835515.85832,103780255.893264,1203336745.89349,44604312.8679583,66046474.8256784
"BAU",2025,"TKM",1260,24089.6975743022,5905436199.05241,107378516.792975,1283036065.41261,45774963.6100455,69629665.5693236
"ROG",2025,"TKM",1260,24089.6975743022,5023936094.15556,127781614.168067,1881330679.42966,54505845.6023069,82913852.246139
"LUT",2025,"TKM",1260,24089.6975743022,4651786749.01116,126045046.222897,1876755427.7319,52755620.6935992,80372297.0542335
"BAU",2030,"TKM",1362,29616.8159452104,6996071417.77179,122831589.383487,1472544980.06543,51673601.8673935,80908833.858191
"ROG",2030,"TKM",1362,29616.8159452104,5533595800.51582,136474732.215327,2747585684.46213,57411694.9211417,89857466.5690994
"LUT",2030,"TKM",1362,29616.8159452104,4825103472.85401,129983351.039523,2710267794.08541,52819597.3750679,82925062.6819356
"BAU",2035,"TKM",1483,35120.7486057492,8295830605.03056,143395750.345951,1725568154.11273,59310174.5808088,95590626.8778888
"ROG",2035,"TKM",1483,35120.7486057492,6119774622.23347,146657927.582724,3858186226.98126,60640876.8568941,97629147.2731238
"LUT",2035,"TKM",1483,35120.7486057492,4999461408.59445,134612473.454331,3738250632.27141,52912079.060978,85596360.5583565
"BAU",2040,"TKM",1603,40030.9960657341,9626398389.21556,165522093.45973,1998773587.60216,67260301.0729159,111245705.855447
"ROG",2040,"TKM",1603,40030.9960657341,6627882744.70595,157799447.760886,5102757391.05092,64111150.0587354,105829968.786023
"LUT",2040,"TKM",1603,40030.9960657341,5112369740.94375,139596279.497456,4840235861.84864,53175819.1743211,88349333.9851848
"BAU",2045,"TKM",1723,44773.714587083,11035952531.3625,188531399.116611,2284056769.90635,75169484.2946066,127487398.717793
"ROG",2045,"TKM",1723,44773.714587083,7100336024.46598,168150872.268164,6492649052.24332,67058738.4470759,113392791.406741
"LUT",2045,"TKM",1723,44773.714587083,5192905846.94008,143676416.585056,6028783063.4506,53071092.4075575,90469704.4266362
"BAU",2050,"TKM",1838,49175.4186787697,12444110062.3592,212178645.683327,2577585663.10975,83021380.174037,144137219.219455
"ROG",2050,"TKM",1838,49175.4186787697,7496824644.40697,177892305.424924,7977442631.54047,69670373.0597732,120446934.540649
"LUT",2050,"TKM",1838,49175.4186787697,5229228294.36156,147154463.24748,7254972914.92294,52816218.1908797,92198237.6361915
"BAU",2015,"GEO",1147,7125.098276,1894512230.015,186875806.859571,3051703589.15194,71461178.7962236,99933884.7166862
"ROG",2015,"GEO",1147,7125.098276,1528699835.44037,204736758.404108,3189459619.38316,78558891.1605679,109859581.173404
"LUT",2015,"GEO",1147,7125.098276,1528699835.44037,204736758.404108,3189459619.38316,78558891.1605679,109859581.173404
"BAU",2020,"GEO",1137,9101.659857,1932905218.64195,184854996.573301,3011337356.71317,71179563.4195426,100520198.646689
"ROG",2020,"GEO",1137,9101.659857,1413342328.26716,210143252.42574,3205062381.00212,81309695.1270964,114826030.301746
"LUT",2020,"GEO",1137,9101.659857,1413342328.26716,210143252.42574,3205062381.00212,81309695.1270964,114826030.301746
"BAU",2025,"GEO",1127,12708.066161,2179374643.9698,175663887.829122,2847929499.14913,67875876.0953903,97581249.8007798
"ROG",2025,"GEO",1127,12708.066161,933668378.58608,170367921.617242,4163928208.71761,65691553.4511477,94440974.5534472
"LUT",2025,"GEO",1127,12708.066161,911218523.31832,167843830.157703,4259995186.38034,64825317.4061887,93184041.3969358
"BAU",2030,"GEO",1119,17695.498442,2611736278.82455,161581832.721281,2604335137.03194,62146761.7876048,91576212.2694977
"ROG",2030,"GEO",1119,17695.498442,724143474.589435,124211076.121275,4969666348.25391,47449901.7006255,69919689.2213617
"LUT",2030,"GEO",1119,17695.498442,689311250.695017,119106545.56335,5146306656.38664,45641531.0192115,67239777.333499
"BAU",2035,"GEO",1162,23838.240022,3191769089.79117,167185295.886063,2691681646.49536,63806050.1385016,96903656.869817
"ROG",2035,"GEO",1162,23838.240022,660479043.583991,96296448.927674,6122731241.82895,36343578.6847236,55195795.2363598
"LUT",2035,"GEO",1162,23838.240022,576205095.724993,87431224.785356,6204542711.93157,32778563.1347301,49796459.219085
"BAU",2040,"GEO",1210,31485.221037,3669668241.66764,186593503.607628,3006457749.07143,70131637.9903384,110596545.039024
"ROG",2040,"GEO",1210,31485.221037,551054902.348141,75716296.4937715,7518621083.46518,28028159.2351727,44199988.2512477
"LUT",2040,"GEO",1210,31485.221037,445343521.41656,64746041.0259787,7402453071.70976,23574714.5263546,37208034.7264921
"BAU",2045,"GEO",1260,41212.40163,4222889866.78073,212644225.800752,3429340483.86702,77826584.2500123,128759568.042984
"ROG",2045,"GEO",1260,41212.40163,445318181.767712,59453642.3805913,9101615295.44662,21366105.4278417,35348981.7414069
"LUT",2045,"GEO",1260,41212.40163,333746980.967317,47884891.7311956,8699064311.49838,16770518.7673835,27783149.4296771
"BAU",2050,"GEO",1310,54538.074011,4880629431.39984,249609366.091371,4029692178.1478,87447113.89611,154508744.510872
"ROG",2050,"GEO",1310,54538.074011,335217587.517905,45837014.3071157,11030962166.1836,15727321.9810275,27788324.4573826
"LUT",2050,"GEO",1310,54538.074011,233025964.1335,34759808.9339937,10246197162.2425,11525330.5715506,20400765.7902695
"BAU",2015,"UZB",3538,7888.23888135453,7118094574.19982,1101934353.78782,13919314858.4414,489831083.474578,682139551.541891
"ROG",2015,"UZB",3538,7888.23888135453,6885742743.89014,1113590753.50808,13986090439.8473,495001984.716071,689415265.661905
"LUT",2015,"UZB",3538,7888.23888135453,6885742743.89014,1113590753.50808,13986090439.8473,495001984.716071,689415265.661905
"BAU",2020,"UZB",3757,9916.57000737227,9347412034.77404,1117177831.72773,14055769094.8938,495706709.189236,697620962.838315
"ROG",2020,"UZB",3757,9916.57000737227,8400899000.32494,1166481932.60332,14281267418.9911,518456462.445113,729667852.870937
"LUT",2020,"UZB",3757,9916.57000737227,8400899000.32494,1166481932.60332,14281267418.9911,518456462.445113,729667852.870937
"BAU",2025,"UZB",4142,12516.4471146614,11541979252.8383,1252689878.71107,15798769881.8665,552890568.27748,788686337.384821
"ROG",2025,"UZB",4142,12516.4471146614,7087027503.65506,1237463253.64002,20423216000.1167,547929844.789185,780351813.72701
"LUT",2025,"UZB",4142,12516.4471146614,6592382002.72815,1206452010.6442,20343655885.7588,528870668.790274,753640574.306023
"BAU",2030,"UZB",4557,15644.786998979,14149826060.4399,1403478373.99234,17760033460.6619,613455955.68978,889466667.962005
"ROG",2030,"UZB",4557,15644.786998979,6898470301.51527,1206445204.95222,27708311640.1219,529962823.199476,765539781.365858
"LUT",2030,"UZB",4557,15644.786998979,6059458843.03159,1134413480.96916,27302487614.7517,488573476.507718,706573180.817592
"BAU",2035,"UZB",4984,19330.4316096221,17992060750.4885,1521835352.85623,19285852307.2474,655943866.740851,969650717.487088
"ROG",2035,"UZB",4984,19330.4316096221,7405503773.49218,1122583739.35734,35320004269.3552,487961305.777201,716405829.303314
"LUT",2035,"UZB",4984,19330.4316096221,6151136738.43623,1016992953.59715,34348245654.0209,429480105.678797,631667321.704464
"BAU",2040,"UZB",5412,23453.3705874572,22507666133.5238,1635473603.23238,20758351022.4377,692752835.406422,1046633339.7046
"ROG",2040,"UZB",5412,23453.3705874572,7866829426.23085,1037313252.22536,43470139995.971,445453717.644047,665661755.782453
"LUT",2040,"UZB",5412,23453.3705874572,6199482871.93786,905415311.478813,41652188718.5169,374610679.161839,561151120.716953
"BAU",2045,"UZB",5833,27881.9524288894,28800637002.9029,1672905872.04608,21265307981.2049,693171102.669193,1072562216.97915
"ROG",2045,"UZB",5833,27881.9524288894,8377020766.97023,955360517.458642,51185702728.5156,404687113.668268,616099791.857563
"LUT",2045,"UZB",5833,27881.9524288894,6292477657.28384,805115752.024414,48344144295.866,326132467.222289,498036084.377511
"BAU",2050,"UZB",6237,32514.4796326126,33986606739.9966,1799124586.57749,22914692108.9666,729869655.568849,1157713570.25368
"ROG",2050,"UZB",6237,32514.4796326126,8533994603.13239,892835973.427656,60207410708.7329,372951573.86507,578591201.817698
"LUT",2050,"UZB",6237,32514.4796326126,6131300736.37697,727628884.842108,56013725101.5672,288678692.867133,449556359.804352
"BAU",2015,"TJK",822,5936.67318087212,566418275.255352,164775403.851825,1545265683.53623,60876605.5826963,84867633.720281
"ROG",2015,"TJK",822,5936.67318087212,567274778.026588,164720301.139427,1544717062.27501,60854992.3413685,84837502.8575142
"LUT",2015,"TJK",822,5936.67318087212,567274778.026588,164720301.139427,1544717062.27501,60854992.3413685,84837502.8575142
"BAU",2020,"TJK",948,6573.43955573822,732331533.523832,220419209.132833,2088396819.68689,84281685.1224062,117670203.17241
"ROG",2020,"TJK",948,6573.43955573822,667976157.053641,224467999.554303,2100055422.03931,85926126.1540288,119966095.927936
"LUT",2020,"TJK",948,6573.43955573822,667976157.053641,224467999.554303,2100055422.03931,85926126.1540288,119966095.927936
"BAU",2025,"TJK",1100,8109.9602643988,1000706531.04682,286176802.270792,2732048867.55356,112071197.644872,157509211.126664
"ROG",2025,"TJK",1100,8109.9602643988,745058471.917891,259916522.274785,3341662008.27439,100996388.475714,141944244.460204
"LUT",2025,"TJK",1100,8109.9602643988,577092736.39923,236504737.434072,3069271930.80941,87922207.8581537,123872298.458934
"BAU",2030,"TJK",1271,10091.8923570667,1639507064.54042,342118552.518501,3276047530.63865,135331647.7032,191981424.768649
"ROG",2030,"TJK",1271,10091.8923570667,802133528.449557,280376934.819355,4933736125.4019,109761344.842428,155707402.702923
"LUT",2030,"TJK",1271,10091.8923570667,407227031.580639,176482207.584292,4990681891.45131,63169306.2312129,90003896.7706411
"BAU",2035,"TJK",1448,12466.5706730123,2278492350.1868,409804653.324737,3942106211.57514,162874170.086288,233743017.501095
"ROG",2035,"TJK",1448,12466.5706730123,882727629.346587,285876347.364294,6981083681.01,111797514.76502,160442189.430373
"LUT",2035,"TJK",1448,12466.5706730123,381218718.047002,158809708.901379,6383524931.33231,55297936.6167942,79822446.0524329
"BAU",2040,"TJK",1654,15139.4637307167,3082461798.95304,491915829.49384,4752493690.37744,195209809.086168,283881017.795458
"ROG",2040,"TJK",1654,15139.4637307167,972789128.103039,288163309.172304,9548165945.6645,112025442.788477,162911366.322488
"LUT",2040,"TJK",1654,15139.4637307167,361303082.867869,142859021.254538,7957729280.58704,48312183.1687905,70759523.9474861
"BAU",2045,"TJK",1879,18265.3091926125,4210593827.20759,576515585.533732,5588123963.44895,227118687.423746,335481194.037178
"ROG",2045,"TJK",1879,18265.3091926125,1094089924.70685,282618646.386659,12544613179.3009,108743506.187863,160627034.761031
"LUT",2045,"TJK",1879,18265.3091926125,356741404.733029,126668200.237715,9648126983.19569,41579598.0406621,61925379.0371183
"BAU",2050,"TJK",2113,21908.5099405804,5603170611.89124,665042010.522414,6463644161.21614,258948662.934687,389543510.474168
"ROG",2050,"TJK",2113,21908.5099405804,1186879433.20652,271083627.650548,15970935645.4503,102874891.095052,154757494.256389
"LUT",2050,"TJK",2113,21908.5099405804,345866337.596896,111101650.073763,11462127871.0468,35396817.1642161,53737629.322044
"BAU",2015,"IRN",30255,11679.7971813886,219142810857.345,6360136261.98092,70525479103.2549,2544517732.23678,3659251850.29736
"ROG",2015,"IRN",30255,11679.7971813886,216692040117.553,6513716913.64357,70958169913.0532,2607005322.09888,3748870782.8897
"LUT",2015,"IRN",30255,11679.7971813886,216692040117.553,6513716913.64357,70958169913.0532,2607005322.09888,3748870782.8897
"BAU",2020,"IRN",33184,13453.2116480407,261708942228.308,6384372392.41062,70468492895.8694,2526375111.26826,3672492935.64941
"ROG",2020,"IRN",33184,13453.2116480407,258243242872.942,6599176350.05247,71138328835.3503,2612825792.69372,3797842597.41988
"LUT",2020,"IRN",33184,13453.2116480407,258243242872.942,6599176350.05247,71138328835.3503,2612825792.69372,3797842597.41988
"BAU",2025,"IRN",35890,15415.5675935937,302150118588.257,6457143668.99476,71155640387.8862,2527949691.12695,3718006135.60534
"ROG",2025,"IRN",35890,15415.5675935937,264584857299.126,7845645986.0697,90846310888.4172,3078764619.182,4526658139.57645
"LUT",2025,"IRN",35890,15415.5675935937,257866533607.14,7816440375.08291,91418861369.0223,3049065462.28011,4485405603.57095
"BAU",2030,"IRN",38235,17534.2247485809,338302194122.714,6631480365.54133,72997902833.4013,2570071232.44247,3827721764.24878
"ROG",2030,"IRN",38235,17534.2247485809,285854753289.489,7867666415.30289,109592577556.66,3057143567.40415,4550578152.79304
"LUT",2030,"IRN",38235,17534.2247485809,273417163633.005,7756275638.54473,110887583420.03,2981430543.9059,4442801471.47673
"BAU",2035,"IRN",40438,19761.2673085113,372216113184.943,6885686814.67619,75565367406.5755,2643268261.35546,3990073614.60007
"ROG",2035,"IRN",40438,19761.2673085113,305613913350.003,7779537529.98783,130694635278.394,2995071661.71219,4516929145.45121
"LUT",2035,"IRN",40438,19761.2673085113,286885934047.932,7590281460.18301,132897314935.751,2877288598.97429,4346807260.13608
"BAU",2040,"IRN",42521,21989.1627473933,404120207526.349,7241646146.93796,79250849851.3132,2752943470.65013,4212380544.80663
"ROG",2040,"IRN",42521,21989.1627473933,321838081228.142,7770297579.92706,154658330649.96,2964002686.21534,4528939096.89239
"LUT",2040,"IRN",42521,21989.1627473933,295832128519.797,7474289286.38191,158976705628.933,2795945842.1561,4282964847.49019
"BAU",2045,"IRN",44524,24246.5867999275,435489299960.29,7647043218.76565,83468147389.9512,2877535250.94455,4464382449.4214
"ROG",2045,"IRN",44524,24246.5867999275,335363746635.543,7802890776.28734,181336231083.998,2948560986.29059,4565270854.58552
"LUT",2045,"IRN",44524,24246.5867999275,302644177668.208,7420929068.00551,186792245551.15,2738626690.13056,4254115530.90479
"BAU",2050,"IRN",46401,26663.5127262048,466387351707.752,8089378655.69813,88076427432.2841,3010982836.91958,4741488096.42368
"ROG",2050,"IRN",46401,26663.5127262048,345506804518.426,7839299071.64523,211643574170.562,2933519503.73376,4606278355.8333
"LUT",2050,"IRN",46401,26663.5127262048,305590005503.124,7355283446.24348,218843403222.053,2677545471.69145,4221970712.2327
"BAU",2015,"IRQ",17167,2812.70167520213,34052402652.4607,6093641577.67056,27943590105.32,2162395383.15022,2971500122.70989
"ROG",2015,"IRQ",17167,2812.70167520213,30103199908.84,6429335096.13284,27786052880.9187,2290004084.96747,3146927098.07302
"LUT",2015,"IRQ",17167,2812.70167520213,30103199908.84,6429335096.13284,27786052880.9187,2290004084.96747,3146927098.07302
"BAU",2020,"IRQ",19785,3632.59172006773,50092877111.6365,6797940654.598,31381383455.3904,2433765593.31453,3358153101.17986
"ROG",2020,"IRQ",19785,3632.59172006773,42263826922.3329,7460693551.80605,31070966197.6417,2686580505.7388,3707148241.73587
"LUT",2020,"IRQ",19785,3632.59172006773,42263826922.3329,7460693551.80605,31070966197.6417,2686580505.7388,3707148241.73587
"BAU",2025,"IRQ",22731,4260.81218908165,63364098481.686,8044349311.85177,37533384493.5272,2896011186.57436,4009105995.72735
"ROG",2025,"IRQ",22731,4260.81218908165,42553020390.2595,9091169859.07306,45788764277.4839,3284547188.2473,4547111203.33536
"LUT",2025,"IRQ",22731,4260.81218908165,37968931547.1366,8788762079.79033,44330055690.9799,3108060430.24099,4308625639.41221
"BAU",2030,"IRQ",25819,4840.14189020744,76321374087.2727,9538089719.83623,44902327024.3385,3439481138.36218,4776483190.89973
"ROG",2030,"IRQ",25819,4840.14189020744,47459728981.0542,10311796729.1204,64566512394.8169,3723576840.24548,5171050884.49323
"LUT",2030,"IRQ",25819,4840.14189020744,39412191110.7251,9581337874.5781,60824193458.3743,3325853392.71605,4630430736.61445
"BAU",2035,"IRQ",28506,5490.24854889904,90626980718.2118,10564349636.9183,50100558786.2857,3818362325.64252,5321318236.52664
"ROG",2035,"IRQ",28506,5490.24854889904,54353769233.0256,10767427637.7171,84127371633.3891,3887073269.24282,5416706982.56465
"LUT",2035,"IRQ",28506,5490.24854889904,42676714607.5124,9680481665.13385,77779435103.3711,3311908508.58266,4631439438.84313
"BAU",2040,"IRQ",31271,6072.54758914253,105548859373.975,11646015531.0163,55617656981.0113,4211768639.15062,5888499590.69713
"ROG",2040,"IRQ",31271,6072.54758914253,60973903783.5879,11263029394.8358,105020209137.886,4061915428.50447,5677939853.48108
"LUT",2040,"IRQ",31271,6072.54758914253,45414584688.3496,9821415556.24735,95317048801.5419,3313850401.72841,4652853777.89172
"BAU",2045,"IRQ",34064,6771.16660003781,123411098438.743,12555408284.6774,60288740356.4323,4538504685.94777,6369881003.66016
"ROG",2045,"IRQ",34064,6771.16660003781,67620945722.0404,11512011983.3191,128788077089.914,4145925710.56329,5816814495.28573
"LUT",2045,"IRQ",34064,6771.16660003781,47832782698.437,9738924442.94727,115014267338.618,3242963326.91606,4574283912.48275
"BAU",2050,"IRQ",36850,7572.82584684711,142310724430.001,13440082845.0209,64857561994.8323,4854664421.63847,6843885922.09306
"ROG",2050,"IRQ",36850,7572.82584684711,73416827968.9536,11585179450.8191,156082930754.633,4166552574.922,5870312556.64194
"LUT",2050,"IRQ",36850,7572.82584684711,49410857245.7858,9501951495.21145,137213170075.714,3125524729.40035,4431106441.06818
"BAU",2015,"VNM",15981,13163.8992663313,13656448509.9873,19898709664.375,46910129092.688,1109784351.19478,1632904030.91095
"ROG",2015,"VNM",15981,13163.8992663313,13523847006.1503,19928942113.8544,46937909161.295,1111400206.33192,1635424216.28492
"LUT",2015,"VNM",15981,13163.8992663313,13523847006.1503,19928942113.8544,46937909161.295,1111400206.33192,1635424216.28492
"BAU",2020,"VNM",18624,16281.5715540477,23575298180.228,24452803981.5015,57222757023.2609,1373496412.95341,2051097718.26372
"ROG",2020,"VNM",18624,16281.5715540477,21530562059.4621,25004652691.6409,57602308204.1116,1404462668.89183,2097415631.08377
"LUT",2020,"VNM",18624,16281.5715540477,21530562059.4621,25004652691.6409,57602308204.1116,1404462668.89183,2097415631.08377
"BAU",2025,"VNM",21018,19832.3157532507,30686024169.5196,29689505467.2791,69522877551.612,1663088653.38004,2529039452.6729
"ROG",2025,"VNM",21018,19832.3157532507,23095132997.1611,27319263726.9615,84175644409.3006,1534393343.2372,2328774177.23062
