"ISO","Country","Subject Descriptor","Units","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","olgroup"
"COL","Colombia","GDP per capita","2005 USD PPP","5296.8599999999997","5296.3699999999999","5228.9300000000003","5196.1999999999998","5255.2600000000002","5303.04","5495.8900000000003","5672.5600000000004","5784.0299999999997","5863.3299999999999","6096.6599999999999","6116.3800000000001","6303.6400000000003","6333.6300000000001","6581.21","6799.1099999999997","6815.6300000000001","6925.8100000000004","6844.9399999999996","6445.9099999999999","6524.0699999999997","6557.7799999999997","6611.8199999999997","6808.4099999999999","7016.0200000000004","7304.5500000000002","7694.4399999999996","8152.6999999999998","8237.5400000000009","8238.4799999999996","8472.8999999999996","8765.8099999999995","9036.9400000000005","9356.4850000000006","9645.6370000000006","9822.8410000000003","9950.4609999999993","10129.15","10389.969999999999","10705.290000000001","11044.73","11370.549999999999","11547.049999999999","11726.59","11908.51","12093.98","12292.75","12495.940000000001","12702.67","12912.049999999999","13121.77","13347.24","13573.82","13803.040000000001","14035.299999999999","14270.190000000001","14530.66","14795.9","15066.459999999999","15341.9","15622.73","15931.459999999999","16251.75","16584.549999999999","16930.189999999999","17288.82","17674.43","18073.330000000002","18484.509999999998","18907.25","19340.389999999999","Latin America"
"COM","Comoros","GDP per capita","2005 USD PPP","null","null","null","null","null","null","null","null","null","null","1281.5219999999999","1183.2","1253.5609999999999","1260.595","1165.595","1178.5650000000001","1134.954","1151.569","1137.3030000000001","1130.1510000000001","1117.356","1125.4469999999999","1142.5239999999999","1141.115","1109.405","1126.797","1111.5709999999999","1088.4110000000001","1071.001","1062.877","1057.71","1054.808","1059.8720000000001","1071.1679999999999","1087.6600000000001","1104.895","1122.8820000000001","1142.4649999999999","1163.318","1197.645","1234.607","1274.002","1316.597","1362.05","1410.3489999999999","1461.489","1514.6300000000001","1570.739","1629.8679999999999","1692.0820000000001","1757.444","1825.3689999999999","1896.5640000000001","1971.164","2049.3440000000001","2131.2930000000001","2216.0659999999998","2304.6640000000002","2397.3780000000002","2494.4270000000001","2596.018","2701.4319999999998","2811.6779999999999","2926.9569999999999","3047.5300000000002","3173.6190000000001","3304.4430000000002","3441.0970000000002","3583.8420000000001","3732.9870000000001","3888.8220000000001","null"
"COD","Democratic Republic of the Congo","GDP per capita","2005 USD PPP","null","null","null","null","null","null","null","null","null","null","243.42320000000001","240.02430000000001","236.64580000000001","225.21709999999999","205.2414","206.8134","210.1344","204.29339999999999","207.7689","198.31010000000001","208.51679999999999","210.9735","214.625","210.1927","211.2225","221.1138","228.29859999999999","218.41149999999999","224.18780000000001","234.2911","247.81049999999999","249.31049999999999","251.7989","259.24549999999999","264.51760000000002","277.44439999999997","289.88290000000001","310.7611","316.91460000000001","325.56169999999997","335.57100000000003","346.85390000000001","359.23630000000003","372.49369999999999","386.47969999999998","401.08100000000002","416.78440000000001","433.09519999999998","449.98649999999998","467.44549999999998","485.46379999999999","504.4787","524.12459999999999","544.38430000000005","565.24480000000005","586.69820000000004","608.96960000000001","631.88","655.44849999999997","679.69849999999997","704.65359999999998","730.3999","756.8981","784.1866","812.3107","841.31619999999998","871.2038","902.03060000000005","933.83960000000002","966.67930000000001","1000.593","Africa"
"COG","Republic of Congo","GDP per capita","2005 USD PPP","2918.3099999999999","3333.1599999999999","3999.9499999999998","4111.3100000000004","4271.8900000000003","4101.96","3714.25","3619.1500000000001","3583.1300000000001","3577.3899999999999","3516.5700000000002","3505.5300000000002","3502.1199999999999","3375.9099999999999","3105.4299999999998","3142.48","3187.3200000000002","3079.7199999999998","3105.0700000000002","2943.0700000000002","3085.6100000000001","3125.5599999999999","3200.3000000000002","3181.6500000000001","3219.0900000000001","3381.1900000000001","3497.6199999999999","3347.8499999999999","3436.9200000000001","3595.1199999999999","3811.6599999999999","3908.46","4088.0599999999999","4134.8530000000001","4326.835","4344.2719999999999","4441.7510000000002","4536.3699999999999","4566.183","4548.848","4503.0290000000005","4512.6139999999996","4491.5770000000002","4469.0349999999999","4444.1790000000001","4421.9549999999999","4402.8710000000001","4386.1310000000003","4370.3559999999998","4355.0910000000003","4333.4499999999998","4323.8710000000001","4309.7830000000004","4296.4480000000003","4283.8450000000003","4269.5990000000002","4261.3770000000004","4251.9040000000005","4243.6719999999996","4235.7370000000001","4229.2870000000003","4227.3239999999996","4226.6450000000004","4228.3320000000003","4231.3450000000003","4235.6090000000004","4245.3689999999997","4256.3280000000004","4268.2830000000004","4281.9570000000003","4296.3100000000004","Africa"
"CRI","Costa Rica","GDP per capita","2005 USD PPP","6377.7399999999998","6062.6400000000003","5466.29","5468.2799999999997","5648.8599999999997","5553.4899999999998","5717.8199999999997","5949.6000000000004","6016.0799999999999","6159.1400000000003","6238.9300000000003","6242.4099999999999","6650.1800000000003","6973.3199999999997","7128.1599999999999","7227.3699999999999","7110.6999999999998","7319.75","7738.6300000000001","8176.1700000000001","8137.21","8052.6800000000003","8123.5200000000004","8483.3199999999997","8687.7000000000007","9041.5400000000009","9672.8299999999999","10261.1","10400.530000000001","10112.700000000001","10380.620000000001","10641.24","10922.360000000001","10962.68","11139.360000000001","11403.09","11744.41","12102.370000000001","12495.59","12889.360000000001","13269.959999999999","13668.17","14089.07","14517.450000000001","14955.639999999999","15403.76","15861.59","16328.23","16804.669999999998","17291.23","17790.349999999999","18305.25","18832.84","19372.259999999998","19923.43","20486.82","21072.48","21673.610000000001","22289.310000000001","22918.82","23561.290000000001","24227.279999999999","24916.07","25627.790000000001","26362.77","27120.619999999999","27914.43","28730.689999999999","29568.57","30427.09","31305.810000000001","Latin America"
"CIV","Côte d'Ivoire","GDP per capita","2005 USD PPP","2619.96","2594.21","2488.5999999999999","2292.04","2140.5100000000002","2150.5599999999999","2138.8499999999999","2056.1799999999998","2008.5","1998.26","1910.53","1848.0999999999999","1783.52","1723.6199999999999","1684.73","1752.73","1836.5699999999999","1891.1900000000001","1932.8599999999999","1919.48","1810.6900000000001","1776.95","1722.1900000000001","1668.71","1672.1700000000001","1666.01","1649.49","1648.9000000000001","1655.2","1685.0599999999999","1691.8","1560.24","1655.9400000000001","1760.4380000000001","1857.826","1973.5350000000001","2095.7570000000001","2214.2310000000002","2332.5650000000001","2451.105","2569.9960000000001","2688.116","2753.944","2822.165","2892.8870000000002","2965.962","3041.9490000000001","3119.8919999999998","3200.4670000000001","3283.4499999999998","3369.212","3456.623","3546.3879999999999","3638.6390000000001","3733.444","3831.1080000000002","3931.6320000000001","4035.2130000000002","4142.067","4252.5370000000003","4366.692","4486.125","4611.5029999999997","4743.1049999999996","4881.277","5026.0699999999997","5176.902","5334.3829999999998","5498.4059999999999","5668.5200000000004","5844.7650000000003","Africa"
"HRV","Croatia","GDP per capita","2005 USD PPP","null","null","null","null","null","null","null","null","null","null","null","null","9324.0450000000001","8623.5450000000001","9197.777","9888.1659999999993","10560.559999999999","11364.690000000001","11708.209999999999","11696.82","12234.65","12762.98","13448.17","14217.790000000001","14844.01","15517.57","16321.530000000001","17183.75","17578.970000000001","16396.07","16210.040000000001","16261.17","15996.620000000001","15966.540000000001","16273.08","16663.540000000001","17142.200000000001","17631.110000000001","18132.029999999999","18479.470000000001","18841.73","19244.200000000001","19683.689999999999","20140.27","20613.650000000001","21103.68","21605.639999999999","22123.77","22658.34","23209.990000000002","23779.41","24362.779999999999","24963.389999999999","25577.279999999999","26201.779999999999","26834.34","27468.52","28108.650000000001","28754.32","29405.529999999999","30062.130000000001","30718.189999999999","31377.990000000002","32041.720000000001","32710.110000000001","33383.860000000001","34057.720000000001","34737.209999999999","35423.690000000002","36118.989999999998","36824.800000000003","EEA + Turkey"
"CYP","Cyprus","GDP per capita","2005 USD PPP","null","null","null","null","null","null","null","null","null","null","13685.16","13495.42","14440.879999999999","14219.559999999999","14728.41","15293.93","15258.16","15309.92","15775.52","16228.25","16725.009999999998","17069.049999999999","17098.860000000001","17110.619999999999","17523.139999999999","17912.639999999999","18371.759999999998","19045.790000000001","19480.080000000002","18919.02","18936.93","18812.959999999999","18158.459999999999","16399.619999999999","15599.360000000001","15609.799999999999","15746.48","15954.459999999999","16159.66","16202.26","16274.370000000001","16351.299999999999","16463.119999999999","16599.599999999999","16761.139999999999","16948.009999999998","17154.189999999999","17384.139999999999","17638.290000000001","17917.34","18221.799999999999","18507.200000000001","18815.23","19143.650000000001","19490.709999999999","19854.830000000002","20259.16","20681.529999999999","21121.080000000002","21576.77","22047.630000000001","22524.200000000001","23014.080000000002","23516.630000000001","24031.48","24558.310000000001","25086.549999999999","25625.0","26174.529999999999","26737.150000000001","27314.470000000001","null"
"CZE","Czech Republic","GDP per capita","2005 USD PPP","15125.709999999999","15284.6","15464.450000000001","15660.639999999999","15865.58","16073.32","16282.860000000001","16495.529999999999","16710.200000000001","16926.0","17142.490000000002","15145.469999999999","15057.9","15058.209999999999","15388.43","16308.379999999999","16980.52","16879.389999999999","16779.43","17034.639999999999","17686.119999999999","18151.009999999998","18524.66","19211.119999999999","20068.060000000001","21296.029999999999","22656.759999999998","23877.57","24493.700000000001","23337.18","23763.52","24102.810000000001","23754.400000000001","23575.209999999999","23992.77","24951.939999999999","25531.080000000002","26076.82","26595.439999999999","27125.259999999998","27674.740000000002","28237.52","29115.27","29992.16","30869.759999999998","31749.5","32631.57","33510.459999999999","34384.910000000003","35254.559999999998","36115.510000000002","36962.839999999997","37792.989999999998","38601.699999999997","39388.029999999999","40152.110000000001","40893.879999999997","41612.809999999998","42313.110000000001","43003.550000000003","43689.150000000001","44374.5","45062.690000000002","45757.959999999999","46468.050000000003","47193.720000000001","47934.510000000002","48694.879999999997","49476.529999999999","50153.559999999998","50842.949999999997","EEA + Turkey"
"DNK","Denmark","GDP per capita","2005 USD PPP","20812.630000000001","20621.919999999998","21395.560000000001","21978.799999999999","22910.099999999999","23840.389999999999","25017.990000000002","25077.360000000001","25015.959999999999","25119.91","25438.209999999999","25699.009999999998","26120.529999999999","25999.950000000001","27327.610000000001","28050.66","28725.849999999999","29519.049999999999","30031.16","30679.450000000001","31648.939999999999","31773.52","31835.630000000001","31874.830000000002","32511.470000000001","33193.07","34341.629999999997","34790.32","34231.239999999998","32285.919999999998","32700.07","32928.010000000002","32655.400000000001","32469.34","32775.639999999999","33050.809999999998","33472.220000000001","33964.400000000001","34535.669999999998","35153.260000000002","35785.220000000001","36431.32","37016.5","37627.940000000002","38263.860000000001","38926.040000000001","39612.860000000001","40321.760000000002","41053.529999999999","41807.419999999998","42582.480000000003","43384.529999999999","44213.290000000001","45067.120000000003","45944.239999999998","46842.739999999998","47764.120000000003","48710.629999999997","49679.440000000002","50669.809999999998","51684.839999999997","52721.93","53779.75","54856.5","55950.32","57059.489999999998","58182.5","59317.43","60462.730000000003","61628.459999999999","62814.410000000003","EEA + Turkey"
"DJI","Djibouti","GDP per capita","2005 USD PPP","4375.6099999999997","4325.0100000000002","4279.71","4233.3800000000001","4128.2799999999997","3925.2600000000002","3633.77","3387.0","3176.73","2935.6199999999999","2736.4299999999998","2532.23","2477.2800000000002","2278.3899999999999","2221.3899999999999","2098.3299999999999","1956.0899999999999","1879.3299999999999","1817.8900000000001","1798.4200000000001","1755.6800000000001","1749.3800000000001","1758.4100000000001","1781.27","1816.5799999999999","1840.24","1880.1600000000001","1923.5","1959.96","2019.45","2050.7800000000002","2109.5500000000002","2176.8099999999999","2243.3980000000001","2334.4679999999998","2441.2669999999998","2553.6750000000002","2684.4349999999999","2822.1680000000001","2966.7080000000001","3088.9560000000001","3215.4940000000001","3262.5450000000001","3310.7249999999999","3360.8620000000001","3412.748","3467.4090000000001","3522.886","3580.502","3639.9839999999999","3702.1880000000001","3765.326","3830.2260000000001","3896.721","3964.732","4034.6100000000001","4105.9920000000002","4179.0969999999998","4253.8609999999999","4330.4920000000002","4408.7049999999999","4490.1189999999997","4575.1880000000001","4663.8209999999999","4756.0590000000002","4851.7309999999998","4951.2259999999997","5054.2219999999998","5160.7820000000002","5270.7510000000002","5384.5569999999998","Africa"
"DMA","Dominica","GDP per capita","2005 USD PPP","null","null","null","null","null","null","null","null","null","null","7337.4920000000002","7390.3289999999997","7527.9290000000001","7630.0680000000002","7721.1700000000001","7874.1930000000002","8107.317","8273.5360000000001","8742.3590000000004","8851.5820000000003","8382.0709999999999","8378.8389999999999","8183.0919999999996","8756.402","8987.4349999999995","8886.5460000000003","9711.5010000000002","10274.68","11064.02","10921.6","11026.15","11100.870000000001","10896.540000000001","10968.700000000001","11092.639999999999","11242.82","11419.309999999999","11612.370000000001","11794.459999999999","11972.709999999999","12168.76","12391.690000000001","12640.889999999999","12910.549999999999","13203.48","13521.48","13839.93","14182.85","14550.91","14945.280000000001","15366.75","15769.290000000001","16197.67","16650.439999999999","17126.669999999998","17625.540000000001","18102.470000000001","18598.599999999999","19113.360000000001","19646.5","20197.599999999999","20732.959999999999","21283.009999999998","21847.419999999998","22426.259999999998","23018.75","23594.700000000001","24181.299999999999","24778.360000000001","25386.669999999998","26006.529999999999","null"
"DOM","Dominican Republic","GDP per capita","2005 USD PPP","3765.8400000000001","3838.0100000000002","3815.4899999999998","3903.27","3865.3899999999999","3701.52","3750.3400000000001","4043.3000000000002","4045.3099999999999","4137.4799999999996","3833.4099999999999","3793.0700000000002","4110.1999999999998","4323.0699999999997","4340.8100000000004","4497.4899999999998","4735.3999999999996","5029.6099999999997","5295.54","5561.9700000000003","5785.0699999999997","5799.1000000000004","6041.6400000000003","5936.1300000000001","5925.3699999999999","6380.3699999999999","6960.54","7444.5299999999997","7731.2299999999996","7890.5699999999997","8390.4300000000003","8655.6499999999996","9017.6800000000003","9333.7209999999995","9900.5490000000009","10472.110000000001","10914.91","11283.23","11668.0","12069.889999999999","12489.690000000001","12928.23","13487.459999999999","14068.209999999999","14671.75","15298.59","15939.75","16605.009999999998","17294.369999999999","18006.41","18741.950000000001","19489.950000000001","20261.0","21055.299999999999","21874.43","22720.509999999998","23581.98","24471.0","25388.849999999999","26337.509999999998","27318.790000000001","28318.759999999998","29361.5","30449.549999999999","31585.490000000002","32770.559999999998","33981.110000000001","35237.230000000003","36536.650000000001","37875.720000000001","39252.07","Latin America"
"ECU","Ecuador","GDP per capita","2005 USD PPP","null","null","null","null","null","null","null","null","null","null","6264.8580000000002","6384.2219999999998","6373.0889999999999","6356.0129999999999","6483.5940000000001","6488.8270000000002","6463.3429999999998","6604.6899999999996","6682.7139999999999","6239.2960000000003","6183.5680000000002","6307.183","6440.0209999999997","6490.9539999999997","6894.5060000000003","7128.6199999999999","7311.777","7343.6660000000002","7679.1899999999996","7594.9840000000004","7691.7479999999996","8160.8609999999999","8442.8600000000006","8643.4200000000001","8854.5310000000009","9072.2849999999999","9299.7039999999997","9536.2929999999997","9779.1679999999997","10035.120000000001","10309.08","10580.77","10871.809999999999","11178.08","11499.530000000001","11836.120000000001","12189.030000000001","12557.309999999999","12940.93","13339.809999999999","13753.91","14177.67","14617.030000000001","15071.969999999999","15542.92","16030.309999999999","16537.209999999999","17061.43","17603.349999999999","18163.360000000001","18741.82","19337.07","19951.169999999998","20584.32","21236.139999999999","21906.27","22593.830000000002","23300.830000000002","24026.490000000002","24771.130000000001","25534.360000000001","Latin America"
"EGY","Egypt","GDP per capita","2005 USD PPP","2403.52","2435.6700000000001","2614.04","2741.0300000000002","2838.8200000000002","2954.1700000000001","2959.9000000000001","2962.1700000000001","3046.5700000000002","3127.1999999999998","3237.1100000000001","3209.4099999999999","3291.8899999999999","3330.04","3404.96","3503.8000000000002","3617.0100000000002","3751.4899999999998","3836.6100000000001","4000.5300000000002","4141.0500000000002","4210.3000000000002","4231.0799999999999","4285.8800000000001","4378.2700000000004","4490.6099999999997","4711.4700000000003","4954.7600000000002","5211.1999999999998","5359.46","5537.7200000000003","5508.9700000000003","5510.5699999999997","5532.7669999999998","5562.9669999999996","5704.8209999999999","5800.4669999999996","5957.6750000000002","6138.4129999999996","6346.1030000000001","6569.098","6809.223","7104.3699999999999","7414.4219999999996","7740.5259999999998","8083.2830000000004","8427.0200000000004","8783.7919999999995","9156.4009999999998","9544.2029999999995","9947.7109999999993","10355.200000000001","10775.73","11210.4","11658.879999999999","12121.52","12577.48","13044.65","13524.16","14016.370000000001","14521.32","15028.9","15554.0","16098.690000000001","16664.700000000001","17252.77","17841.860000000001","18449.52","19078.110000000001","19729.200000000001","20405.240000000002","Africa"
"SLV","El Salvador","GDP per capita","2005 USD PPP","null","null","null","null","null","null","null","null","null","null","3664.1109999999999","3738.404","3957.8359999999998","4184.0900000000001","4374.3869999999997","4597.2420000000002","4628.3850000000002","4784.96","4930.8590000000004","5071.8459999999995","5154.9650000000001","5219.8580000000002","5321.5550000000003","5424.9390000000003","5506.2150000000001","5681.5060000000003","5880.3739999999998","6079.9780000000001","6128.6009999999997","5906.1469999999999","5953.3339999999998","6048.3019999999997","6124.7150000000001","6180.259","6236.7389999999996","6301.1009999999997","6374.2600000000002","6462.3059999999996","6553.3980000000001","6680.9679999999998","6830.857","6987.2579999999998","7164.0510000000004","7357.616","7567.5829999999996","7793.7250000000004","8036.0200000000004","8293.6319999999996","8566.5380000000005","8854.9200000000001","9159.0200000000004","9469.0190000000002","9794.1540000000005","10134.07","10488.5","10857.23","11245.799999999999","11649.459999999999","12067.940000000001","12500.82","12947.67","13403.26","13871.9","14353.299999999999","14847.059999999999","15352.84","15858.51","16374.370000000001","16899.82","17434.16","17976.82","Latin America"
"GNQ","Equatorial Guinea","GDP per capita","2005 USD PPP","null","null","null","null","null","null","null","null","null","null","1999.2639999999999","1912.2560000000001","2046.8240000000001","2103.2660000000001","2137.8589999999999","2363.5680000000002","2954.9769999999999","4898.6480000000001","5784.7529999999997","7927.7020000000002","8639.4719999999998","13681.799999999999","15846.469999999999","17513.080000000002","23448.919999999998","24981.790000000001","20342.130000000001","24096.25","27346.41","26805.540000000001","25619.220000000001","26142.02","26056.799999999999","24975.639999999999","23829.169999999998","21076.919999999998","20780.810000000001","18841.029999999999","16955.080000000002","17289.869999999999","17646.509999999998","17980.98","18337.09","18708.16","19093.66","19493.139999999999","19900.369999999999","20320.84","20754.349999999999","21200.650000000001","21659.82","22135.34","22626.349999999999","23133.060000000001","23655.57","24193.98","24759.189999999999","25341.509999999998","25941.209999999999","26558.130000000001","27192.400000000001","27854.220000000001","28534.060000000001","29230.75","29942.52","30668.220000000001","31427.16","32200.880000000001","32989.489999999998","33793.459999999999","34612.900000000001","null"
"ERI","Eritrea","GDP per capita","2005 USD PPP","null","null","null","null","null","null","null","null","null","null","null","null","430.15499999999997","486.1771","585.62","594.95680000000004","637.76829999999995","671.39940000000001","663.18399999999997","641.07320000000004","598.23879999999997","624.87860000000001","616.60400000000004","574.60289999999998","558.83109999999999","550.95270000000005","526.00229999999999","515.60619999999994","450.2715","452.93799999999999","448.1003","471.2595","488.0351","477.87099999999998","471.61759999999998","467.34230000000002","463.2149","447.46260000000001","448.11680000000001","450.76310000000001","455.92059999999998","462.3365","471.0102","481.79509999999999","494.63639999999998","509.50240000000002","526.1123","544.73090000000002","565.34019999999998","587.91639999999995","612.45460000000003","638.71280000000002","667.05769999999995","697.53179999999998","730.18709999999999","765.03909999999996","801.47460000000001","840.20669999999996","881.33240000000001","924.9606","971.20500000000004","1019.641","1070.8389999999999","1124.953","1182.163","1242.6500000000001","1305.9870000000001","1372.8209999999999","1443.3489999999999","1517.7909999999999","1596.365","Africa"
"EST","Estonia","GDP per capita","2005 USD PPP","9217.5699999999997","9290.8700000000008","9756.4699999999993","10047.440000000001","10251.51","10220.559999999999","10240.889999999999","10500.120000000001","10716.030000000001","11006.459999999999","10256.48","9528.7399999999998","7633.1400000000003","7340.5299999999997","7369.3299999999999","7665.5900000000001","8221.4300000000003","9294.8999999999996","10010.940000000001","10056.5","11133.870000000001","12056.73","13058.75","14036.65","15133.440000000001","16550.91","18293.110000000001","19468.470000000001","18770.810000000001","16168.07","16676.169999999998","18065.48","18658.77","18964.599999999999","19530.720000000001","19754.580000000002","20206.720000000001","20791.299999999999","21486.080000000002","22216.110000000001","23001.209999999999","23822.810000000001","24531.650000000001","25238.32","25938.330000000002","26635.290000000001","27335.080000000002","28043.380000000001","28760.580000000002","29491.299999999999","30235.709999999999","30994.18","31763.490000000002","32543.189999999999","33331.970000000001","34131.120000000003","34939.57","35756.629999999997","36578.110000000001","37402.809999999998","38228.32","39052.879999999997","39876.139999999999","40695.769999999997","41511.559999999998","42322.489999999998","43130.349999999999","43934.519999999997","44740.129999999997","45493.989999999998","46247.620000000003","EEA + Turkey"
"ETH","Ethiopia","GDP per capita","2005 USD PPP","614.23000000000002","599.73000000000002","588.40999999999997","617.32000000000005","580.63","499.48000000000002","530.41999999999996","584.85000000000002","569.11000000000001","548.76999999999998","545.24000000000001","489.45999999999998","432.05000000000001","472.63999999999999","472.02999999999997","485.48000000000002","529.72000000000003","530.89999999999998","498.58999999999997","510.42000000000002","527.29999999999995","556.42999999999995","550.64999999999998","525.48000000000002","582.46000000000004","636.07000000000005","689.08000000000004","748.59000000000003","815.20000000000005","877.73000000000002","927.88","976.77999999999997","1009.23","1086.741","1174.6110000000001","1268.8","1299.6210000000001","1364.087","1439.0719999999999","1519.4760000000001","1604.914","1692.4400000000001","1775.5709999999999","1862.6990000000001","1954.383","2050.645","2149.9180000000001","2253.3299999999999","2361.7809999999999","2475.1700000000001","2594.2869999999998","2715.6379999999999","2842.2669999999998","2974.3829999999998","3112.3029999999999","3256.6959999999999","3404.6799999999998","3559.0709999999999","3720.4259999999999","3889.4259999999999","4066.366","4250.3580000000002","4444.6329999999998","4649.9139999999998","4866.8370000000004","5095.652","5332.2979999999998","5580.5079999999998","5840.5900000000001","6112.1480000000001","6395.3469999999998","Africa"
"FJI","Fiji","GDP per capita","2005 USD PPP","3434.3899999999999","3563.6599999999999","3264.0999999999999","3056.1700000000001","3241.8600000000001","3043.3400000000001","3248.0100000000002","3020.1199999999999","3044.27","3263.27","3433.6500000000001","3309.7199999999998","3468.52","3492.73","3619.3600000000001","3662.3699999999999","3793.8400000000001","3670.8299999999999","3683.6300000000001","3976.79","3886.1100000000001","3948.9400000000001","4067.5300000000002","4103.1700000000001","4311.3400000000001","4323.3000000000002","4449.2299999999996","4119.6499999999996","4086.8699999999999","3993.8699999999999","3967.8899999999999","3993.1300000000001","4028.6399999999999","4185.6930000000002","4373.6679999999997","4528.8000000000002","4610.6599999999999","4760.0079999999998","4916.5590000000002","5066.0630000000001","5222.6940000000004","5386.4880000000003","5496.9960000000001","5610.6890000000003","5727.5680000000002","5847.3040000000001","5972.1639999999998","6100.4040000000005","6231.5110000000004","6364.6030000000001","6499.5879999999997","6644.04","6791.201","6940.2110000000002","7090.7740000000003","7242.9579999999996","7403.5429999999997","7566.9290000000001","7732.8429999999998","7901.4889999999996","8073.0829999999996","8255.8449999999993","8445.0570000000007","8641.2090000000007","8845.0810000000001","9057.0249999999996","9282.2690000000002","9516.0380000000005","9758.3439999999991","10009.27","10269.07","null"
"FIN","Finland","GDP per capita","2005 USD PPP","18181.529999999999","18330.139999999999","18785.759999999998","19231.639999999999","19711.380000000001","20262.610000000001","20714.380000000001","21382.34","22406.849999999999","23544.830000000002","23474.93","21909.310000000001","20983.709999999999","20681.25","21315.639999999999","22059.470000000001","22796.459999999999","24118.759999999998","25311.650000000001","26239.869999999999","27494.200000000001","28154.740000000002","28550.450000000001","28983.040000000001","29974.419999999998","30718.25","32077.07","33333.290000000001","33469.419999999998","30570.91","31549.07","32303.560000000001","32129.5","31791.150000000001","31479.049999999999","31524.43","31719.970000000001","31966.880000000001","32301.41","32702.849999999999","33146.059999999998","33596.349999999999","34271.169999999998","34935.830000000002","35595.260000000002","36254.239999999998","36916.5","37583.690000000002","38258.389999999999","38941.699999999997","39633.690000000002","40334.199999999997","41043.190000000002","41759.029999999999","42479.160000000003","43202.629999999997","43928.580000000002","44655.919999999998","45384.019999999997","46112.160000000003","46839.279999999999","47566.730000000003","48295.059999999998","49023.790000000001","49753.07","50482.989999999998","51212.0","51941.739999999998","52674.43","53390.940000000002","54111.519999999997","EEA + Turkey"
"FRA","France","GDP per capita","2005 USD PPP","20618.299999999999","20710.259999999998","21107.5","21247.709999999999","21448.290000000001","21699.209999999999","22113.740000000002","22543.349999999999","23457.360000000001","24312.549999999999","24838.759999999998","24981.830000000002","25219.810000000001","24892.48","25348.299999999999","25788.459999999999","25979.09","26463.389999999999","27284.740000000002","28062.810000000001","29013.860000000001","29381.259999999998","29492.27","29610.189999999999","30134.939999999999","30505.029999999999","30973.5","31458.650000000001","31404.529999999999","30512.040000000001","30765.5","31120.759999999998","30965.290000000001","31009.549999999999","30911.060000000001","31111.220000000001","31318.599999999999","31578.779999999999","31904.970000000001","32316.209999999999","32753.23","33220.610000000001","33920.389999999999","34636.400000000001","35364.360000000001","36090.910000000003","36810.800000000003","37520.410000000003","38217.93","38902.360000000001","39573.050000000003","40230.839999999997","40875.309999999998","41507.050000000003","42126.860000000001","42735.449999999997","43335.139999999999","43928.629999999997","44517.589999999997","45103.059999999998","45686.730000000003","46270.809999999998","46857.120000000003","47447.169999999998","48040.940000000002","48641.730000000003","49250.760000000002","49869.739999999998","50498.510000000002","50999.639999999999","51511.970000000001","EEA + Turkey"
"GAB","Gabon","GDP per capita","2005 USD PPP","17006.720000000001","17357.549999999999","16326.07","16727.970000000001","17441.689999999999","16516.0","15882.030000000001","12755.27","13949.530000000001","14669.280000000001","14944.200000000001","15352.219999999999","14402.68","14499.49","14579.49","14859.59","14972.91","15415.76","15552.129999999999","13823.459999999999","13251.209999999999","13234.860000000001","12919.59","12968.540000000001","12882.15","13014.26","12918.58","13382.700000000001","13407.040000000001","12974.370000000001","13464.66","13949.540000000001","14138.26","14651.280000000001","14992.959999999999","15299.91","15490.299999999999","15885.370000000001","16324.1","16815.529999999999","17332.799999999999","17862.299999999999","17828.349999999999","17791.130000000001","17747.169999999998","17715.439999999999","17704.169999999998","17702.860000000001","17707.689999999999","17717.490000000002","17704.939999999999","17743.439999999999","17764.799999999999","17790.459999999999","17820.259999999998","17844.0","17893.84","17938.279999999999","17987.209999999999","18035.799999999999","18088.68","18160.669999999998","18236.349999999999","18320.360000000001","18408.32","18500.029999999999","18615.060000000001","18734.110000000001","18856.419999999998","18985.380000000001","19116.48","Africa"
"GMB","The Gambia","GDP per capita","2005 USD PPP","1572.9400000000001","1567.8499999999999","1498.77","1597.74","1586.3399999999999","1505.0599999999999","1494.6099999999999","1458.5899999999999","1452.47","1470.6199999999999","1462.72","1455.29","1457.1700000000001","1457.6700000000001","1419.3199999999999","1392.1500000000001","1383.6400000000001","1411.4100000000001","1420.4000000000001","1469.05","1505.8699999999999","1547.1800000000001","1452.99","1507.05","1566.1600000000001","1598.9100000000001","1655.6600000000001","1711.27","1762.52","1828.95","1888.45","1938.73","1990.2","2030.3320000000001","1972.845","2005.8589999999999","1999.7380000000001","2013.865","2056.9180000000001","2109.5889999999999","2170.4279999999999","2233.8009999999999","2330.248","2431.9009999999998","2539.415","2652.6610000000001","2767.8159999999998","2888.1460000000002","3014.7469999999998","3147.4119999999998","3287.0369999999998","3426.4690000000001","3572.134","3724.3029999999999","3883.3400000000001","4050.0639999999999","4217.9179999999997","4393.3419999999996","4577.0029999999997","4769.7209999999995","4971.8190000000004","5179.3000000000002","5399.0","5632.0110000000004","5879.3130000000001","6141.3789999999999","6409.7399999999998","6692.5010000000002","6990.25","7302.6859999999997","7630.2030000000004","Africa"
