"ISO","Country","Subject Descriptor","Units","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","olgroup"
"MWI","Malawi","GDP per capita","2005 USD PPP","726.32000000000005","669.73000000000002","669.96000000000004","676.95000000000005","690.08000000000004","691.75999999999999","654.88","627.25999999999999","610.51999999999998","589.01999999999998","600.66999999999996","639.28999999999996","586.40999999999997","640.61000000000001","572.02999999999997","660.21000000000004","695.35000000000002","704.33000000000004","711.54999999999995","712.38999999999999","703.87","651.41999999999996","606.63","628.19000000000005","646.40999999999997","644.84000000000003","678.0","714.96000000000004","761.02999999999997","804.65999999999997","830.65999999999997","841.66999999999996","849.50999999999999","865.13229999999999","884.95740000000001","881.47000000000003","878.24149999999997","883.41790000000003","892.95180000000005","907.13679999999999","926.28769999999997","946.21849999999995","979.89080000000001","1015.675","1053.538","1093.2739999999999","1134.982","1178.2190000000001","1223.633","1271.4880000000001","1322.308","1374.0989999999999","1428.5999999999999","1485.748","1545.4259999999999","1607.825","1671.7760000000001","1738.5940000000001","1808.421","1881.6320000000001","1958.4090000000001","2038.49","2123.681","2214.2710000000002","2310.6210000000001","2412.9940000000001","2520.1320000000001","2633.5650000000001","2753.5630000000001","2880.1990000000001","3013.8780000000002","Africa"
"MYS","Malaysia","GDP per capita","2005 USD PPP","4866.8999999999996","5077.6899999999996","5244.9200000000001","5429.6000000000004","5695.9499999999998","5478.0600000000004","5384.9700000000003","5511.5100000000002","5883.6800000000003","6233.71","6607.3599999999997","7044.9099999999999","7472.6199999999999","8004.79","8524.0499999999993","9129.0400000000009","9793.4500000000007","10252.73","9268.0100000000002","9602.2999999999993","10208.67","10026.129999999999","10329.27","10689.6","11178.200000000001","11544.26","11987.65","12529.440000000001","12895.940000000001","12481.91","13167.1","13631.889999999999","14101.059999999999","14534.93","15169.280000000001","15681.02","16130.0","16660.279999999999","17212.66","17805.259999999998","18440.529999999999","19103.689999999999","19694.380000000001","20297.380000000001","20914.139999999999","21545.98","22186.869999999999","22838.709999999999","23506.150000000001","24189.18","24888.0","25592.150000000001","26310.029999999999","27045.27","27798.509999999998","28570.419999999998","29364.259999999998","30178.299999999999","31016.540000000001","31881.610000000001","32775.529999999999","33712.389999999999","34692.529999999999","35718.790000000001","36791.949999999997","37911.510000000002","39076.589999999997","40288.260000000002","41545.720000000001","42846.07","44188.589999999997","Asia"
"MDV","Maldives","GDP per capita","2005 USD PPP","1638.3800000000001","1709.6800000000001","1774.03","1786.78","2023.0999999999999","2222.3800000000001","2331.5700000000002","2454.1900000000001","2582.6599999999999","2735.9299999999998","2548.52","2649.0100000000002","2746.7399999999998","2824.2399999999998","2965.6799999999998","3114.5999999999999","3327.5300000000002","3600.5599999999999","3881.9299999999998","4091.5999999999999","4209.6199999999999","4457.7200000000003","4883.75","5221.6800000000003","5630.6000000000004","5290.1199999999999","6154.1300000000001","6514.04","6797.0200000000004","6206.6899999999996","6560.4899999999998","6894.4200000000001","7118.6199999999999","7356.8720000000003","7734.6570000000002","7785.9989999999998","7966.3829999999998","8181.3819999999996","8460.402","8760.5599999999995","9086.1499999999996","9424.7340000000004","9752.4899999999998","10090.43","10442.120000000001","10808.24","11182.959999999999","11568.9","11969.219999999999","12382.91","12811.709999999999","13242.370000000001","13684.02","14136.26","14598.360000000001","15070.73","15537.559999999999","16011.110000000001","16491.27","16977.880000000001","17469.509999999998","17956.669999999998","18453.32","18958.349999999999","19470.130000000001","19986.450000000001","20499.66","21015.040000000001","21532.169999999998","22050.709999999999","22571.98","null"
"MLI","Mali","GDP per capita","2005 USD PPP","750.09000000000003","702.53999999999996","655.97000000000003","673.17999999999995","688.82000000000005","599.69000000000005","639.94000000000005","627.40999999999997","627.58000000000004","690.30999999999995","665.05999999999995","661.42999999999995","699.58000000000004","667.21000000000004","655.61000000000001","677.87","681.09000000000003","707.61000000000001","729.80999999999995","757.14999999999998","758.85000000000002","825.5","833.85000000000002","868.52999999999997","860.25999999999999","884.54999999999995","902.91999999999996","899.87","916.15999999999997","928.12","952.99000000000001","973.58000000000004","997.12","990.39260000000002","1033.998","1065.8710000000001","1087.462","1111.6959999999999","1132.0889999999999","1150.0730000000001","1169.009","1188.4839999999999","1231.854","1278.087","1327.0940000000001","1378.5709999999999","1431.7170000000001","1487.191","1545.537","1606.7919999999999","1671.498","1737.1320000000001","1806.146","1878.4970000000001","1954.1659999999999","2033.51","2114.7539999999999","2200.0390000000002","2289.5700000000002","2383.748","2482.779","2586.4029999999998","2696.7719999999999","2814.3020000000001","2939.5230000000001","3072.7350000000001","3211.924","3359.498","3515.5900000000001","3680.0320000000002","3853.0630000000001","Africa"
"MLT","Malta","GDP per capita","2005 USD PPP","10459.559999999999","10652.799999999999","10745.709999999999","10537.969999999999","10502.459999999999","10644.65","10935.0","11267.459999999999","12096.17","12957.629999999999","13630.200000000001","14333.42","14842.84","15342.809999999999","16072.049999999999","16919.0","17472.0","18206.73","18749.709999999999","19403.439999999999","20517.849999999999","20070.049999999999","20465.990000000002","20274.369999999999","20197.389999999999","20738.16","21349.939999999999","22077.259999999998","23191.349999999999","22357.459999999999","22989.799999999999","23477.52","23916.119999999999","24780.380000000001","25709.68","27017.66","27889.369999999999","28660.009999999998","29448.900000000001","30219.580000000002","31015.889999999999","31832.389999999999","32411.43","32995.910000000003","33594.019999999997","34209.099999999999","34850.339999999997","35517.32","36202.660000000003","36896.18","37595.220000000001","38309.230000000003","39025.589999999997","39745.75","40467.419999999998","41184.349999999999","41913.040000000001","42644.300000000003","43372.269999999997","44096.5","44823.029999999999","45610.660000000003","46413.760000000002","47240.300000000003","48096.830000000002","48980.589999999997","49876.410000000003","50798.629999999997","51742.779999999999","52709.07","53700.809999999998","null"
"MHL","Marshall Islands","GDP per capita","2005 USD PPP","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"MRT","Mauritania","GDP per capita","2005 USD PPP","2033.0699999999999","2043.54","1939.3499999999999","1955.51","1840.3099999999999","1844.24","1898.02","1883.72","1866.54","1904.8099999999999","1821.7","1804.6199999999999","1788.5999999999999","1841.79","1736.1400000000001","1853.72","1906.98","1778.78","1776.95","1842.01","1822.8499999999999","1822.0599999999999","1789.4400000000001","1836.0","1877.3299999999999","1925.8099999999999","2094.29","2079.1300000000001","2098.3200000000002","2022.1700000000001","2076.54","2132.3000000000002","2202.48","2292.498","2390.2739999999999","2383.6509999999998","2429.576","2470.3960000000002","2459.018","2500.25","2546.0100000000002","2575.0419999999999","2652.7759999999998","2733.8000000000002","2818.3609999999999","2905.9389999999999","2996.1399999999999","3088.7179999999998","3184.578","3283.3899999999999","3385.9490000000001","3489.2220000000002","3595.6019999999999","3704.9989999999998","3817.4769999999999","3933.6199999999999","4052.4679999999998","4175.192","4302.076","4433.7399999999998","4570.3490000000002","4713.0820000000003","4863.393","5021.7209999999995","5188.6130000000003","5364.2439999999997","5547.2979999999998","5739.1629999999996","5939.9219999999996","6149.1180000000004","6366.9889999999996","Africa"
"MUS","Mauritius","GDP per capita","2005 USD PPP","3633.2199999999998","3756.7399999999998","3927.1599999999999","4002.6500000000001","4066.8400000000001","4266.54","4585.4099999999999","4974.4899999999998","5322.3900000000003","5571.2200000000003","5832.4399999999996","6090.9899999999998","6325.3999999999996","6598.3100000000004","6795.5200000000004","6977.75","7254.5299999999997","7600.4099999999999","7980.4799999999996","8366.9599999999991","8619.7299999999996","9006.4699999999993","9154.6900000000005","9349.9400000000005","9694.8299999999999","10048.48","10328.52","10735.440000000001","11236.08","11507.309999999999","11916.469999999999","12346.440000000001","12782.110000000001","13119.51","13525.48","13914.92","14376.15","14878.389999999999","15401.74","15952.450000000001","16531.98","17134.52","17725.610000000001","18321.0","18930.669999999998","19557.52","20191.080000000002","20833.639999999999","21494.07","22171.080000000002","22869.900000000001","23563.23","24274.299999999999","24999.709999999999","25731.709999999999","26467.880000000001","27203.580000000002","27939.990000000002","28688.080000000002","29466.169999999998","30285.25","31158.490000000002","32088.290000000001","33072.110000000001","34100.260000000002","35163.790000000001","36254.959999999999","37380.599999999999","38541.400000000001","39735.580000000002","40963.550000000003","null"
"MEX","Mexico","GDP per capita","2005 USD PPP","10243.09","10897.35","10607.129999999999","9962.9300000000003","10122.17","10179.940000000001","9600.4300000000003","9579.2600000000002","9500.8700000000008","9701.3899999999994","9994.7800000000007","10220.73","10398.040000000001","10412.129999999999","10686.65","9850.3899999999994","10181.719999999999","10691.27","11035.4","11286.93","11858.040000000001","11679.360000000001","11626.23","11639.51","11959.91","12191.059999999999","12617.889999999999","12856.85","12918.24","11888.68","12379.02","12710.42","13058.16","13083.91","13231.33","13424.25","13607.309999999999","13820.1","14068.299999999999","14345.83","14658.450000000001","14986.450000000001","15274.07","15578.120000000001","15901.719999999999","16247.83","16619.209999999999","17018.139999999999","17446.5","17905.790000000001","18396.98","18920.48","19476.169999999998","20063.470000000001","20681.349999999999","21328.389999999999","22002.919999999998","22703.200000000001","23427.419999999998","24173.869999999999","24941.02","25727.330000000002","26531.41","27351.93","28186.669999999998","29031.599999999999","29886.509999999998","30751.299999999999","31625.959999999999","32369.529999999999","33128.519999999997","Latin America"
"FSM","Micronesia","GDP per capita","2005 USD PPP","null","null","null","null","null","null","null","null","null","null","2631.4000000000001","2756.201","2792.835","2946.819","2872.4780000000001","3033.0940000000001","2917.3980000000001","2736.2939999999999","2824.1999999999998","2874.6460000000002","3016.3989999999999","3076.547","3100.4140000000002","3161.9589999999998","3066.7069999999999","3144.0859999999998","3154.1559999999999","3106.5030000000002","3044.3389999999999","3088.8470000000002","3178.1379999999999","3249.4229999999998","3295.8400000000001","3317.585","3319.5599999999999","3328.2750000000001","3316.8739999999998","3299.3220000000001","3290.5410000000002","3332.828","3382.3530000000001","3439.8789999999999","3506.1149999999998","3580.2860000000001","3662.5070000000001","3753.6170000000002","3851.268","3958.1990000000001","4075.4609999999998","4204.0060000000003","4345.098","4500.1149999999998","4669.0659999999998","4852.5950000000003","5050.8320000000003","5264.3490000000002","5493.7420000000002","5739.8299999999999","6002.6000000000004","6282.5690000000004","6580.1499999999996","6896.9319999999998","7232.0339999999997","7585.1130000000003","7955.942","8343.9290000000001","8750.9979999999996","9174.9060000000009","9616.1419999999998","10074.1","10548.65","null"
"MDA","Moldova","GDP per capita","2005 USD PPP","3274.21","3219.79","3561.23","3678.1199999999999","3763.21","3530.0700000000002","3775.25","3789.1599999999999","3825.3699999999999","3994.1500000000001","3881.5700000000002","3252.1100000000001","2303.8099999999999","2278.5300000000002","1579.27","1565.1700000000001","1494.48","1532.3699999999999","1448.75","1417.6900000000001","1468.74","1583.99","1738.26","1887.4200000000001","2063.5599999999999","2254.29","2395.1599999999999","2495.9000000000001","2702.46","2563.02","2762.8499999999999","2979.6100000000001","3136.3400000000001","3454.3069999999998","3642.835","3624.4279999999999","3663.683","3776.5500000000002","3926.6999999999998","4094.4340000000002","4273.2950000000001","4460.0","4741.7190000000001","5042.9499999999998","5366.0370000000003","5712.0389999999998","6060.3220000000001","6429.759","6823.7060000000001","7242.1480000000001","7687.5429999999997","8130.9009999999998","8597.3109999999997","9087.2019999999993","9600.0010000000002","10135.940000000001","10671.58","11228.09","11805.98","12405.59","13026.34","13646.24","14291.51","14963.200000000001","15662.32","16389.740000000002","17136.759999999998","17910.919999999998","18715.279999999999","19553.099999999999","20429.639999999999","Transition"
"MNG","Mongolia","GDP per capita","2005 USD PPP","1888.7","1995.2","2107.98","2175.3899999999999","2245.3899999999999","2310.5300000000002","2456.77","2469.4099999999999","2524.4200000000001","2566.02","2451.4499999999998","2191.0300000000002","1960.6300000000001","1885.4400000000001","1914.27","2019.45","2049.8699999999999","2113.4200000000001","2168.4099999999999","2217.5599999999999","2208.2600000000002","2251.8600000000001","2335.0999999999999","2472.1999999999998","2703.0300000000002","2861.6799999999998","3062.3099999999999","3323.4499999999998","3559.5999999999999","3457.1599999999999","3618.0500000000002","3969.3200000000002","4370.8599999999997","4806.0450000000001","5107.71","5148.2799999999997","5094.732","5150.5619999999999","5369.2219999999998","5715.9279999999999","6234.0429999999997","6603.9110000000001","6937.7809999999999","7289.4409999999998","7660.9449999999997","8052.8450000000003","8451.2960000000003","8866.8799999999992","9304.625","9763.0810000000001","10243.950000000001","10722.610000000001","11216.6","11727.32","12254.860000000001","12800.360000000001","13346.719999999999","13908.120000000001","14485.43","15078.940000000001","15688.09","16305.809999999999","16947.419999999998","17614.32","18307.560000000001","19028.139999999999","19767.970000000001","20535.93","21335.580000000002","22169.02","23040.73","Asia"
"MNE","Montenegro","GDP per capita","2005 USD PPP","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","7354.1400000000003","7431.0360000000001","7562.3320000000003","7737.1999999999998","8061.5780000000004","8384.4779999999992","9090.2800000000007","10047.530000000001","10726.07","10102.290000000001","10343.66","10664.92","10710.700000000001","10866.74","11101.52","11355.780000000001","11629.889999999999","11936.73","12272.040000000001","12615.709999999999","12970.219999999999","13350.110000000001","13754.18","14172.27","14605.34","15054.17","15515.99","15993.52","16486.509999999998","16994.48","17516.98","18050.709999999999","18598.720000000001","19159.84","19732.93","20317.529999999999","20908.970000000001","21510.32","22120.860000000001","22739.459999999999","23364.970000000001","23992.349999999999","24625.169999999998","25263.919999999998","25910.509999999998","26566.279999999999","27226.98","27896.41","28575.509999999998","29264.630000000001","29964.84","null"
"MAR","Morocco","GDP per capita","2005 USD PPP","2352.5500000000002","2228.1599999999999","2378.0","2302.4899999999998","2340.8800000000001","2428.21","2568.9400000000001","2448.6100000000001","2647.25","2656.0599999999999","2710.75","2845.29","2683.6100000000001","2612.9000000000001","2838.3400000000001","2611.71","2888.4099999999999","2784.8200000000002","2958.0999999999999","2935.9400000000001","2946.5700000000002","3132.54","3200.73","3366.7600000000002","3491.8499999999999","3559.1399999999999","3796.6500000000001","3860.8499999999999","4044.3299999999999","4202.4799999999996","4314.75","4469.2799999999997","4628.3599999999997","4798.942","4866.9290000000001","5035.8450000000003","5101.7950000000001","5264.2110000000002","5448.1809999999996","5650.8900000000003","5870.0460000000003","6100.0050000000001","6300.0159999999996","6507.3739999999998","6722.7709999999997","6946.4790000000003","7178.3329999999996","7419.4610000000002","7669.8339999999998","7928.6450000000004","8196.1569999999992","8470.0429999999997","8752.4150000000009","9042.8349999999991","9341.1380000000008","9647.402","9960.1869999999999","10281.120000000001","10610.459999999999","10949.040000000001","11297.32","11655.860000000001","12029.4","12417.85","12820.66","13237.23","13660.879999999999","14097.809999999999","14547.9","15011.219999999999","15488.190000000001","Africa"
"MOZ","Mozambique","GDP per capita","2005 USD PPP","439.51999999999998","450.50999999999999","409.88999999999999","338.56999999999999","311.62","311.52999999999997","303.24000000000001","348.31999999999999","377.69999999999999","400.99000000000001","399.94999999999999","409.85000000000002","376.69","394.50999999999999","406.04000000000002","403.29000000000002","420.48000000000002","451.17000000000002","487.30000000000001","513.76999999999998","506.12","551.47000000000003","584.20000000000005","603.02999999999997","633.69000000000005","669.51999999999998","709.85000000000002","741.57000000000005","771.05999999999995","801.03999999999996","836.13","876.09000000000003","921.22000000000003","965.18809999999996","1014.178","1054.4970000000001","1093.434","1142.46","1206.116","1269.8920000000001","1335.9690000000001","1816.3130000000001","1931.934","2055.2629999999999","2186.9859999999999","2326.98","2471.547","2623.3519999999999","2784.5390000000002","2955.4580000000001","3137.9850000000001","3324.5680000000002","3521.8499999999999","3730.8180000000002","3952.4389999999999","4188.3999999999996","4432.2600000000002","4690.5370000000003","4964.9290000000001","5257.277","5568.7299999999996","5894.6890000000003","6243.8980000000001","6618.5940000000001","7020.866","7452.1970000000001","7902.2049999999999","8381.6650000000009","8892.3539999999994","9434.6980000000003","10010.459999999999","Africa"
"MMR","Myanmar","GDP per capita","2005 USD PPP","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","502.178","550.1155","618.92340000000002","682.91539999999998","759.33820000000003","858.9538","969.63930000000005","1094.4970000000001","1229.796","1368.355","1408.057","1469.954","1536.8679999999999","1614.633","1702.836","1803.135","1910.7370000000001","2026.6949999999999","2151.8710000000001","2286.9879999999998","2431.598","2597.4270000000001","2762.7930000000001","2927.8699999999999","3097.098","3270.4499999999998","3448.6619999999998","3632.3629999999998","3823.7669999999998","4021.9699999999998","4227.4089999999997","4440.4750000000004","4661.5280000000002","4890.1989999999996","5127.8019999999997","5374.5320000000002","5630.6750000000002","5896.4970000000003","6171.5389999999998","6456.7129999999997","6752.1220000000003","7057.7669999999998","7373.6379999999999","7697.7359999999999","8032.0","8376.4899999999998","8731.2929999999997","9096.5040000000008","9470.0339999999997","9853.7929999999997","10248.17","10653.76","11071.16","Asia"
"NAM","Namibia","GDP per capita","2005 USD PPP","null","null","null","null","null","null","null","null","null","null","3985.3029999999999","4161.9309999999996","4321.098","4109.9709999999995","4283.3630000000003","4329.1130000000003","4333.5879999999997","4381.0699999999997","4395.9369999999999","4428.1270000000004","4484.0789999999997","4458.7110000000002","4607.6850000000004","4747.4229999999998","5271.2629999999999","5341.3239999999996","5646.9480000000003","5871.0150000000003","5982.7269999999999","5827.2579999999998","6092.0259999999998","6325.5910000000003","6520.085","6674.3739999999998","6808.1440000000002","6964.5209999999997","7133.6360000000004","7314.5","7507.5990000000002","7747.3980000000001","7999.2539999999999","8253.1489999999994","8520.8529999999992","8800.7829999999994","9093.6540000000005","9400.1029999999992","9717.6890000000003","10049.33","10395.74","10757.780000000001","11136.200000000001","11506.299999999999","11891.5","12291.68","12707.690000000001","13139.93","13584.26","14045.08","14522.59","15016.889999999999","15528.110000000001","16044.49","16576.900000000001","17125.16","17688.869999999999","18267.709999999999","18849.91","19446.040000000001","20055.77","20678.52","21313.889999999999","Africa"
"NPL","Nepal","GDP per capita","2005 USD PPP","568.48000000000002","601.50999999999999","609.63","577.63999999999999","618.73000000000002","641.38","654.99000000000001","650.51999999999998","684.14999999999998","696.87","711.71000000000004","738.72000000000003","750.30999999999995","760.09000000000003","802.33000000000004","809.75","831.98000000000002","852.64999999999998","857.09000000000003","873.49000000000001","905.77999999999997","927.23000000000002","907.19000000000005","922.02999999999997","944.45000000000005","953.80999999999995","969.64999999999998","983.02999999999997","1016.5700000000001","1042.4000000000001","1070.7","1088.8699999999999","1110.96","1137.5930000000001","1179.2380000000001","1199.376","1186.913","1220.598","1247.4159999999999","1275.883","1304.72","1335.0070000000001","1397.7940000000001","1463.325","1532.152","1604.115","1678.2360000000001","1754.3699999999999","1833.7280000000001","1916.2139999999999","2002.7429999999999","2090.0740000000001","2180.2849999999999","2273.616","2370.299","2470.9850000000001","2574.2449999999999","2681.1390000000001","2792.0520000000001","2907.4879999999998","3027.4479999999999","3149.9180000000001","3278.0189999999998","3412.248","3553.038","3700.4459999999999","3851.7750000000001","4009.136","4172.7460000000001","4342.098","4517.3699999999999","Asia"
"NLD","Netherlands","GDP per capita","2005 USD PPP","22257.59","22039.209999999999","21661.16","21987.419999999998","22636.540000000001","23031.060000000001","23666.630000000001","24014.389999999999","24692.950000000001","25623.209999999999","26520.580000000002","26980.93","27244.93","27388.27","28001.389999999999","28682.919999999998","29478.439999999999","30564.950000000001","31592.32","32894.43","34002.629999999997","34460.57","34288.080000000002","34207.529999999999","34784.230000000003","35135.540000000001","36031.209999999999","37137.440000000002","37779.980000000003","36323.449999999997","36797.610000000001","37077.489999999998","36607.449999999997","36323.709999999999","36593.120000000003","37201.860000000001","37794.709999999999","38418.110000000001","39073.230000000003","39729.480000000003","40427.330000000002","41198.269999999997","42088.099999999999","42978.029999999999","43869.529999999999","44763.059999999998","45660.690000000002","46562.910000000003","47471.160000000003","48389.489999999998","49320.239999999998","50264.730000000003","51223.650000000001","52195.970000000001","53187.790000000001","54202.290000000001","55240.75","56305.410000000003","57392.889999999999","58503.330000000002","59635.129999999997","60788.269999999997","61961.550000000003","63154.980000000003","64365.239999999998","65594.899999999994","66844.050000000003","68110.130000000005","69389.25","70469.940000000002","71571.960000000006","EEA + Turkey"
"NZL","New Zealand","GDP per capita","2005 USD PPP","17225.5","17683.459999999999","18309.970000000001","18652.470000000001","19407.919999999998","19407.279999999999","19681.639999999999","19642.080000000002","19488.23","19437.18","19217.200000000001","18700.990000000002","18599.98","19456.369999999999","20160.060000000001","20705.689999999999","21191.080000000002","21344.310000000001","21264.830000000002","22199.619999999999","22495.380000000001","23049.16","23877.349999999999","24354.130000000001","24973.939999999999","25303.59","25388.509999999998","25856.32","25172.91","24409.189999999999","24555.860000000001","24616.48","25082.419999999998","25241.119999999999","25726.790000000001","26333.91","26589.48","26980.990000000002","27383.700000000001","27731.599999999999","28116.98","28534.490000000002","29039.889999999999","29553.630000000001","30075.700000000001","30606.52","31146.52","31695.650000000001","32253.860000000001","32821.449999999997","33398.910000000003","33986.550000000003","34584.519999999997","35192.980000000003","35812.389999999999","36443.139999999999","37085.18","37737.93","38400.809999999998","39073.690000000002","39757.120000000003","40451.489999999998","41156.699999999997","41872.389999999999","42598.160000000003","43334.220000000001","44081.209999999999","44839.870000000003","45610.550000000003","46291.220000000001","46988.220000000001","OECD Pacific"
"NIC","Nicaragua","GDP per capita","2005 USD PPP","2746.4899999999998","2813.8600000000001","2715.5599999999999","2766.6100000000001","2655.2199999999998","2486.3800000000001","2406.1500000000001","2338.6500000000001","2005.1400000000001","1929.4200000000001","1884.9300000000001","1837.46","1800.1400000000001","1749.8199999999999","1766.1099999999999","1829.6900000000001","1906.25","1944.22","1980.6400000000001","2084.8299999999999","2136.5599999999999","2167.8000000000002","2154.4000000000001","2180.0799999999999","2266.8499999999999","2335.5599999999999","2391.2600000000002","2453.23","2506.6900000000001","2437.5700000000002","2512.4899999999998","2576.1700000000001","2623.5900000000001","2702.5100000000002","2789.6399999999999","2875.4549999999999","2965.6419999999998","3054.4209999999998","3138.355","3225.9459999999999","3317.201","3412.3530000000001","3537.645","3668.1179999999999","3803.8209999999999","3944.2370000000001","4090.0360000000001","4239.7160000000003","4394.3779999999997","4553.8680000000004","4719.2939999999999","4886.04","5057.3370000000004","5232.9840000000004","5413.0010000000002","5598.0169999999998","5789.4579999999996","5985.8710000000001","6187.3789999999999","6394.3469999999998","6606.6580000000004","6825.9110000000001","7053.1090000000004","7288.6239999999998","7533.2700000000004","7787.4570000000003","8050.6700000000001","8322.7160000000003","8603.1370000000006","8890.6720000000005","9184.8410000000003","Latin America"
"NER","Niger","GDP per capita","2005 USD PPP","931.92999999999995","911.63999999999999","901.09000000000003","834.95000000000005","675.62","707.95000000000005","732.34000000000003","712.63","740.37","725.66999999999996","694.94000000000005","690.35000000000002","624.87","613.34000000000003","616.82000000000005","611.73000000000002","611.25","606.62","646.84000000000003","621.05999999999995","591.33000000000004","611.74000000000001","608.65999999999997","613.83000000000004","587.97000000000003","609.84000000000003","622.86000000000001","621.00999999999999","656.26999999999998","627.63999999999999","654.04999999999995","666.03999999999996","723.38","735.18499999999995","759.77930000000003","762.73779999999999","772.46759999999995","796.85919999999999","828.82560000000001","852.66510000000005","885.92970000000003","901.88279999999997","928.79650000000004","957.28179999999998","987.12249999999995","1018.063","1050.664","1084.2180000000001","1119.1859999999999","1155.7360000000001","1194.3869999999999","1234.2270000000001","1276.0709999999999","1319.7619999999999","1365.181","1412.4760000000001","1461.51","1512.6859999999999","1566.1099999999999","1622.0889999999999","1680.768","1742.905","1809.001","1879.232","1953.8440000000001","2032.9839999999999","2116.357","2204.5239999999999","2297.5140000000001","2395.1790000000001","2497.6770000000001","Africa"
"NGA","Nigeria","GDP per capita","2005 USD PPP","1645.4000000000001","1391.4400000000001","1352.97","1249.75","1160.3099999999999","1241.22","1240.22","1200.0999999999999","1285.23","1342.98","1417.03","1448.28","1454.77","1451.53","1418.9000000000001","1420.5","1447.3299999999999","1452.23","1445.48","1427.49","1469.25","1478.74","1465.47","1577.1199999999999","1701.6800000000001","1749.6500000000001","1812.5599999999999","1882.03","1932.6500000000001","2016.02","2137.4499999999998","2227.7399999999998","2314.5900000000001","2378.48","2465.27","2467.2719999999999","2461.3879999999999","2482.723","2514.3290000000002","2543.0479999999998","2576.645","2615.5450000000001","2709.3820000000001","2808.9720000000002","2914.2339999999999","3025.2809999999999","3138.2570000000001","3255.114","3377.8310000000001","3506.6109999999999","3642.0419999999999","3776.8040000000001","3916.9110000000001","4063.4479999999999","4216.5150000000003","4376.6989999999996","4537.9129999999996","4705.9260000000004","4881.7600000000002","5066.2470000000003","5259.7730000000001","5458.0870000000004","5668.0870000000004","5890.933","6127.7200000000003","6379.0619999999999","6636.3280000000004","6907.8370000000004","7194.2759999999998","7495.1959999999999","7811.357","Africa"
"NOR","Norway","GDP per capita","2005 USD PPP","26183.029999999999","26503.41","26453.5","27389.68","28909.0","30351.09","31459.549999999999","31892.810000000001","31703.110000000001","31875.43","32335.209999999999","33171.389999999999","34158.260000000002","34916.629999999997","36472.510000000002","37780.019999999997","39470.889999999999","41345.269999999997","42194.779999999999","42794.910000000003","43939.330000000002","44584.519999999997","45038.25","45264.599999999999","46722.739999999998","47626.18","48354.769999999997","49558.059999999998","49946.910000000003","48534.309999999998","48212.93","48386.510000000002","49560.550000000003","49739.400000000001","50531.830000000002","50998.449999999997","51166.269999999997","51590.870000000003","52156.349999999999","52880.940000000002","53627.739999999998","54397.550000000003","55116.43","55819.389999999999","56515.519999999997","57212.639999999999","57915.699999999997","58627.330000000002","59349.019999999997","60081.029999999999","60823.389999999999","61575.629999999997","62336.989999999998","63106.599999999999","63883.660000000003","64668.169999999998","65459.75","66257.509999999995","67060.910000000003","67869.649999999994","68684.029999999999","69504.729999999996","70331.339999999997","71163.850000000006","72002.25","72847.039999999994","73698.770000000004","74557.929999999993","75425.360000000001","76253.279999999999","77092.179999999993","EEA + Turkey"
"OMN","Oman","GDP per capita","2005 USD PPP","9296.7600000000002","10285.02","10851.66","11994.309999999999","13304.33","14470.620000000001","14145.379999999999","13140.799999999999","13422.33","14452.280000000001","13883.049999999999","14128.91","14681.77","14964.75","15051.75","15454.09","15736.48","16628.970000000001","17094.759999999998","17100.41","17986.139999999999","19204.490000000002","19494.98","19604.41","20285.34","21047.459999999999","22015.32","22846.34","25042.77","24621.07","24984.939999999999","25488.91","25889.34","26615.560000000001","26936.279999999999","27581.869999999999","27638.950000000001","27689.849999999999","27606.150000000001","27500.259999999998","27561.349999999999","27791.290000000001","28193.98","28633.849999999999","29092.599999999999","29581.130000000001","30087.91","30626.169999999998","31187.490000000002","31756.639999999999","32295.970000000001","32874.0","33420.849999999999","33963.919999999998","34510.419999999998","35053.400000000001","35617.040000000001","36174.919999999998","36742.07","37316.889999999999","37907.720000000001","38542.019999999997","39198.849999999999","39889.220000000001","40613.889999999999","41375.669999999998","42204.169999999998","43071.650000000001","43975.589999999997","44915.889999999999","45883.830000000002","Middle East"
